maloaigiay,mssv,lydoxacnhan,dain,baosai,lydocapthe,lydosai,daky,dadongdau,daphat
3.0,63DFD711XPvAibaEXe/j7U1wtp2b2QaSZZf1duYC,0,0.0,0.0,0,0,0,0,0.0
3.0,41EF8A63XPvAibaEXe92CdOgj+Qa/faRc4eW+qld,0,0.0,0.0,0,0,0,0,0.0
1.0,045380DDXPvAibaEXe+ItThaeWSaTjqzWjK/+ZK7,1,0.0,0.0,0,0,0,0,0.0
1.0,E40BE770XPvAibaEXe8wMpKQnQ7j6FCNcAxuNF2I,1,0.0,0.0,0,0,0,0,0.0
3.0,12A164C7XPvAibaEXe9eYPx3anXXhP21P/VRYCGB,0,0.0,0.0,0,0,0,0,0.0
1.0,B2816B7BXPvAibaEXe/YKN5ysyYL7MS3vlfPnRU+,1,0.0,0.0,0,0,0,0,0.0
1.0,CF42D7FCXPvAibaEXe8/V1eK05z04y7bZTFNUkDu,1,0.0,0.0,0,0,0,0,0.0
3.0,28F6E5E2XPvAibaEXe8UBGVVSBKSkgHdFRn4cEDg,0,0.0,0.0,0,0,0,0,0.0
1.0,EE3143BDXPvAibaEXe+YGniCiyMp06SIwhjZAmno,1,0.0,0.0,0,0,0,0,0.0
1.0,1A91CFB7XPvAibaEXe8aMmuWiMhL4vKjMTeloAlt,1,0.0,0.0,0,0,0,0,0.0
6.0,CC0D41F6XPvAibaEXe9fafwYRU+Npmqir62VbH95,0,0.0,0.0,0,0,0,0,0.0
1.0,D18B24FAXPvAibaEXe80CLygfiFTYJS78BGflfGo,10,0.0,0.0,0,0,0,0,0.0
1.0,16C30CEEXPvAibaEXe8JFpQse3KV6uVIaQvDb/Gu,1,0.0,0.0,0,0,0,0,0.0
1.0,1771FAA3XPvAibaEXe8XU1E8XgQL2DMzV7u92aH5,1,0.0,0.0,0,0,0,0,0.0
1.0,E4C82E05XPvAibaEXe+Z7KfNHYLttH352mo+OIk+,1,0.0,0.0,0,0,0,0,0.0
3.0,B704384EXPvAibaEXe/V63KvIWwakP4oRAIZY/x8,0,0.0,0.0,0,0,0,0,0.0
1.0,B704384EXPvAibaEXe/V63KvIWwakP4oRAIZY/x8,1,0.0,0.0,0,0,0,0,0.0
1.0,601B1B7AXPvAibaEXe/rtk4wDmxi98YPpyv4mpNa,1,0.0,0.0,0,0,0,0,0.0
1.0,601B1B7AXPvAibaEXe/rtk4wDmxi98YPpyv4mpNa,1,0.0,0.0,0,0,0,0,0.0
3.0,8DF80DC7XPvAibaEXe+GHNK19bpqC2HzcxrGb6J1,0,0.0,0.0,0,0,0,0,0.0
1.0,0463ACC3XPvAibaEXe+Ps8zYokGtSapa8Xbcuvzs,3,0.0,0.0,0,0,0,0,0.0
1.0,D213ED0DXPvAibaEXe9ESTQu9OOcIEH3IzPs1iiR,1,0.0,0.0,0,0,0,0,0.0
1.0,88EF2277XPvAibaEXe9hYalhCsDQbSfXq4xG0YaN,1,0.0,0.0,0,0,0,0,0.0
1.0,47032754XPvAibaEXe+SgbKufUiN7Iy/aLAjGyiI,1,0.0,0.0,0,0,0,0,0.0
1.0,EB9E6EECXPvAibaEXe+Xxbs4kvH/k+NR1M9IN9qL,1,0.0,0.0,0,0,0,0,0.0
1.0,01377D44XPvAibaEXe/BLy1WUS+NVlzbxIIHMtmt,1,0.0,0.0,0,0,0,0,0.0
1.0,F986B312XPvAibaEXe8X/UxhAbbOG7+k+qXfeQpx,1,0.0,0.0,0,0,0,0,0.0
1.0,BC13918EXPvAibaEXe/ETkXgDMKQ8ansrxEaXLxi,1,0.0,0.0,0,0,0,0,0.0
1.0,9CAF3CDBXPvAibaEXe83V/kFvw2bBf/iNPsMd2JY,1,0.0,0.0,0,0,0,0,0.0
3.0,15A008BEXPvAibaEXe8X/UxhAbbOG1sG/TbS5k88,0,0.0,0.0,0,0,0,0,0.0
1.0,B1A11BB2XPvAibaEXe/Nok7qdNjJRokK+NqLfID+,1,0.0,0.0,0,0,0,0,0.0
1.0,3DB94F26XPvAibaEXe/PQrWCRBKWOT8OwzmHmk/P,1,0.0,0.0,0,0,0,0,0.0
1.0,5B7BA676XPvAibaEXe/VTtmkh7JuOi+CBDCf2oyM,1,0.0,0.0,0,0,0,0,0.0
1.0,B743988CXPvAibaEXe/BLy1WUS+NVq+8RKQE3fi+,1,0.0,0.0,0,0,0,0,0.0
1.0,98FAD5F6XPvAibaEXe9fafwYRU+NptbcSqHyrp9L,1,0.0,0.0,0,0,0,0,0.0
1.0,821A7F5BXPvAibaEXe/45+b0LBlJ7KzOMErkQOCe,1,0.0,0.0,0,0,0,0,0.0
1.0,984C163AXPvAibaEXe8n5o9RyAxUM+mMKHEo/cfS,1,0.0,0.0,0,0,0,0,0.0
1.0,C410FEC4XPvAibaEXe/odi52as1TQ/z6UAtEIyTx,1,0.0,0.0,0,0,0,0,0.0
3.0,371F5AE9XPvAibaEXe8c53vaOKMxC9TpnxULmvfr,0,0.0,0.0,0,0,0,0,0.0
1.0,4480A332XPvAibaEXe/nU1BPn/2ZOCogH2X6Uuwx,1,0.0,0.0,0,0,0,0,0.0
1.0,41879EDBXPvAibaEXe8HWu5TvPOfaMIlvMjXTKxE,1,0.0,0.0,0,9,0,0,0.0
1.0,87AAD1EBXPvAibaEXe+3hDjf+K3BYZukzpuTKJ9I,1,0.0,0.0,0,0,0,0,0.0
1.0,B3134F24XPvAibaEXe+lwq621ApacZLQAtrpniF4,10,0.0,0.0,0,0,0,0,0.0
1.0,DBADF75BXPvAibaEXe9Veo8epKbTmEllYDnzT2vC,10,0.0,0.0,0,0,0,0,0.0
1.0,67D73E5FXPvAibaEXe9hweWHK/GxsAzYBCt3GIbM,10,0.0,0.0,0,0,0,0,0.0
1.0,3F21B786XPvAibaEXe86sbeN0/YCTQd15EVD6n3Y,1,0.0,0.0,0,0,0,0,0.0
1.0,1B2CCFD7XPvAibaEXe+NDJhRHiaomecvRuEmD++5,1,0.0,0.0,0,0,0,0,0.0
1.0,2B0E955FXPvAibaEXe/t4WKrTmA45W8ys/ibnqqG,1,0.0,0.0,0,0,0,0,0.0
1.0,848AB351XPvAibaEXe+SgbKufUiN7OKpFsodMp2m,1,0.0,0.0,0,0,0,0,0.0
1.0,7CAAEE6BXPvAibaEXe8ge2UHv4J4B+kFXfDUb6ad,1,0.0,0.0,0,0,0,0,0.0
1.0,9250F23FXPvAibaEXe+kaKwPBw23VqHO2KzH/Jn7,1,0.0,0.0,0,0,0,0,0.0
3.0,18B0A997XPvAibaEXe+tKlY40ATmdY+I2LRutPEn,0,0.0,0.0,0,0,0,0,0.0
1.0,538D82A9XPvAibaEXe/wvgrdNVCyf4Zu3yuLbGom,1,0.0,0.0,0,0,0,0,0.0
1.0,A11F7E03XPvAibaEXe/QPFjJxKB5fuux5ahOMD0p,1,0.0,0.0,0,0,0,0,0.0
1.0,5B881D5FXPvAibaEXe8BxOZlGHrYN5yIXtjZt3PF,1,0.0,0.0,0,0,0,0,0.0
1.0,FD98FF70XPvAibaEXe88tz7NL7l/gpmosb/DWOS+,1,0.0,0.0,0,0,0,0,0.0
1.0,305CB305XPvAibaEXe8Vh+AQMuj+NLxffn/dEZei,1,0.0,0.0,0,0,0,0,0.0
3.0,CA6C7872XPvAibaEXe/baq/wvVlH/rxDMQPyZz1D,0,0.0,0.0,0,0,0,0,0.0
3.0,4842D442XPvAibaEXe+wVOsoF63SsLCyCepkMYRu,0,0.0,0.0,0,0,0,0,0.0
1.0,C0986690XPvAibaEXe+gnarChABWR9IGHRHJKOGm,1,0.0,0.0,0,0,0,0,0.0
1.0,9D448F98XPvAibaEXe+gnarChABWRysdIP7IEP0F,1,0.0,0.0,0,0,0,0,0.0
1.0,F19381D9XPvAibaEXe/Nq24Gaz1feSmFuk6hkLNx,1,0.0,0.0,0,0,0,0,0.0
1.0,67229D5AXPvAibaEXe8u6ih8pRJJpNdyXkOAm4aH,1,0.0,0.0,0,0,0,0,0.0
3.0,67229D5AXPvAibaEXe8u6ih8pRJJpNdyXkOAm4aH,0,0.0,0.0,0,0,0,0,0.0
1.0,8FBBB6C6XPvAibaEXe8NrxrmA741rzbFPVT7q+GY,1,0.0,0.0,0,0,0,0,0.0
1.0,F5601ABFXPvAibaEXe9QJDM9nE85iGedWeN6vLQA,1,0.0,0.0,0,9,0,0,0.0
3.0,88CBF05FXPvAibaEXe+m4TIigwhBB4pruSpBy5JO,0,0.0,0.0,0,0,0,0,0.0
1.0,8D0FEB72XPvAibaEXe+QJ0MB5TsYNT16DxEfe5jF,1,0.0,0.0,0,0,0,0,0.0
3.0,6640F43CXPvAibaEXe+72vl6t/d8GdibOPd9wvKm,0,0.0,0.0,0,0,0,0,0.0
1.0,B4DC373FXPvAibaEXe+4XPPXlKRz0D9Bo2PfASbd,1,0.0,0.0,0,0,0,0,0.0
1.0,E5B910BDXPvAibaEXe/H1VZJBzJAwkG5vgo/54/z,1,0.0,0.0,0,0,0,0,0.0
3.0,13C2DB66XPvAibaEXe+sRe0ac318A2jOM+c/ujRZ,0,0.0,0.0,0,0,0,0,0.0
1.0,6D62204DXPvAibaEXe/pS44gx8Fm9uhYc0pqW5wU,1,0.0,0.0,0,0,0,0,0.0
1.0,41879EDBXPvAibaEXe8HWu5TvPOfaMIlvMjXTKxE,1,0.0,0.0,0,0,0,0,0.0
1.0,9EA5AD13XPvAibaEXe92uUBt7zfwrQgm4FsORSw0,1,0.0,0.0,0,0,0,0,0.0
3.0,CB7E27DCXPvAibaEXe/A+LHGtXv8vy+900/G7xXc,0,0.0,0.0,0,0,0,0,0.0
1.0,DA2B43CDXPvAibaEXe8s1xx8DWM0qrClPfmwG+Uv,1,0.0,0.0,0,0,0,0,0.0
1.0,F934AFD4XPvAibaEXe/7YVAxOsMwOmFzQTm7dOKr,10,0.0,0.0,0,9,0,0,0.0
1.0,40F7E8D0XPvAibaEXe+nZBq3b0XEhfcwXLmoc4Pj,1,0.0,0.0,0,0,0,0,0.0
1.0,82A5C461XPvAibaEXe8zjuWfAVBr9bNlNnYYiajH,1,0.0,0.0,0,0,0,0,0.0
1.0,5A8BD1D0XPvAibaEXe/WIUWn3FBMGMQsU6pAorKx,1,0.0,0.0,0,0,0,0,0.0
5.0,43B597A5XPvAibaEXe+wVOsoF63SsKaicQJB9UVL,0,0.0,0.0,0,0,0,0,0.0
1.0,074D8586XPvAibaEXe8s1xx8DWM0qvMydWkQI9z8,10,0.0,0.0,0,0,0,0,0.0
1.0,2EAEB066XPvAibaEXe/3wuT/psvviRzJIm6kEp73,1,0.0,0.0,0,0,0,0,0.0
1.0,A015FA30XPvAibaEXe/CiPILllTJf1RT4RhocgCk,1,0.0,0.0,0,0,0,0,0.0
3.0,5A122A3DXPvAibaEXe8/3iNqySORby1yTn00kxsc,0,0.0,0.0,0,0,0,0,0.0
1.0,DA4597F8XPvAibaEXe+7uJh0aD4oAtEza4fOV9BV,1,0.0,0.0,0,0,0,0,0.0
1.0,A99ACB92XPvAibaEXe8ElCvsRaR7dxJMRuag23Ya,1,0.0,0.0,0,0,0,0,0.0
1.0,8119778BXPvAibaEXe/Ojw5gA+9jXjWsvTAxgD/k,3,0.0,0.0,0,0,0,0,0.0
1.0,78FAE6ABXPvAibaEXe8dsW93DhIODLU+ns5VjCNp,1,0.0,0.0,0,0,0,0,0.0
1.0,B33E7B54XPvAibaEXe8c53vaOKMxC0URHI2A3waU,1,0.0,0.0,0,0,0,0,0.0
1.0,CDCD9E29XPvAibaEXe+Y0lGmaTa/AKoACQFkIPOh,1,0.0,0.0,0,0,0,0,0.0
1.0,C8CD3079XPvAibaEXe9HrsmkhnYVNdk3pwqYN79e,1,0.0,0.0,0,0,0,0,0.0
1.0,18BE7305XPvAibaEXe8XLyAGr26H46khSqv9Y5ai,1,0.0,0.0,0,0,0,0,0.0
3.0,48A22F9BXPvAibaEXe8oOckqmsrcbcSOt0BVGgjK,0,0.0,0.0,0,0,0,0,0.0
1.0,44CA70D3XPvAibaEXe/wvgrdNVCyf8LXTc1+/opL,1,0.0,0.0,0,0,0,0,0.0
1.0,EEF167BCXPvAibaEXe+9WAygB66RlNNbfhonzp+v,1,0.0,0.0,0,0,0,0,0.0
1.0,9FC490D1XPvAibaEXe/V2dF0qjs8bfJmcAaGrAyd,1,0.0,0.0,0,0,0,0,0.0
1.0,7E5B4B7DXPvAibaEXe/X5ZhFzI36lNpO7aEm0NPX,1,0.0,0.0,0,0,0,0,0.0
3.0,BEC0DDF4XPvAibaEXe8ElCvsRaR7d0aNg1GBinGA,0,0.0,0.0,0,0,0,0,0.0
1.0,393A8579XPvAibaEXe/j7U1wtp2b2fbD/nh3qR8T,1,0.0,0.0,0,0,0,0,0.0
1.0,F423B999XPvAibaEXe+5oCRQPDKXsvYtikNVeZF/,1,0.0,0.0,0,0,0,0,0.0
1.0,578B2F2BXPvAibaEXe+QkoGRj4DtvZJc9kxK/Phc,1,0.0,0.0,0,0,0,0,0.0
1.0,23EA7573XPvAibaEXe/CISFtEmjHAOIni5M49fL+,1,0.0,0.0,0,0,0,0,0.0
3.0,1436571AXPvAibaEXe8HxoLOw72ZIHe6w38Td9cn,0,0.0,0.0,0,0,0,0,0.0
3.0,7456E9D8XPvAibaEXe8GdASsTPmlXjczFgrYU7rc,0,0.0,0.0,0,0,0,0,0.0
1.0,8AC4A8D9XPvAibaEXe+8PTy9pH9lFw3lEJazpuWI,1,0.0,0.0,0,0,0,0,0.0
1.0,F975AAB3XPvAibaEXe+cv7qSCYkQeuLQ3vp3YWgK,1,0.0,0.0,0,0,0,0,0.0
1.0,5258E240XPvAibaEXe81r7KrCH0ucwU9T9oMIcsn,1,0.0,0.0,0,0,0,0,0.0
1.0,C030D8AFXPvAibaEXe9d+rE/yvWoKCaTliGk+kYv,1,0.0,0.0,0,0,0,0,0.0
3.0,67D73E5FXPvAibaEXe9hweWHK/GxsAzYBCt3GIbM,0,0.0,0.0,0,0,0,0,0.0
3.0,0821621DXPvAibaEXe/btl79MArZLF7Vr4ovU5Xz,0,0.0,0.0,0,0,0,0,0.0
1.0,A048A75BXPvAibaEXe9WGATIMl02LCcJquODyIYq,1,0.0,0.0,0,0,0,0,0.0
1.0,8A2910EAXPvAibaEXe9/su+qLcYDMvhVkY1uRihH,1,0.0,0.0,0,0,0,0,0.0
1.0,F4312684XPvAibaEXe/4WyTnp6RTwslVYbqxXfeU,1,0.0,0.0,0,0,0,0,0.0
3.0,F4312684XPvAibaEXe/4WyTnp6RTwslVYbqxXfeU,0,0.0,0.0,0,0,0,0,0.0
1.0,E8640346XPvAibaEXe9upvU5DvuC9rA/E48uBeDI,1,0.0,0.0,0,0,0,0,0.0
1.0,635D1273XPvAibaEXe9xkK/YA3rY8IFU/6Bc4lh9,1,0.0,0.0,0,0,0,0,0.0
1.0,99C336CFXPvAibaEXe+ItThaeWSaTo52ObCq6Olf,1,0.0,0.0,0,0,0,0,0.0
1.0,C1312801XPvAibaEXe9Q2McsUcINTketisymyY1y,1,0.0,0.0,0,0,0,0,0.0
1.0,97C2C03FXPvAibaEXe+PhKfQb0+XJ2fDNXQs9az5,1,0.0,0.0,0,0,0,0,0.0
6.0,A9A93BD8XPvAibaEXe9kkdDkOt5iFn/pobHWv6vT,0,0.0,0.0,0,0,0,0,0.0
1.0,0714AAFCXPvAibaEXe+n07P56kWx2K5jZFI+QYFv,1,0.0,0.0,0,0,0,0,0.0
1.0,2161DC77XPvAibaEXe/IOsuN/I5gh7BBvfgF4Qv0,1,0.0,0.0,0,0,0,0,0.0
1.0,7484D879XPvAibaEXe+NDJhRHiaomYTMHnm7puPS,1,0.0,0.0,0,0,0,0,0.0
3.0,46A9E223XPvAibaEXe/btl79MArZLMHcwprgH6DR,0,0.0,0.0,0,0,0,0,0.0
1.0,625D11A7XPvAibaEXe8SRUt3BATKgSnT3qcoiFYZ,1,0.0,0.0,0,0,0,0,0.0
1.0,D8B81312XPvAibaEXe/PGAaNNWvbUIfmRv3bR2wn,1,0.0,0.0,0,0,0,0,0.0
3.0,33540BD5XPvAibaEXe+P6Zzp7Rb5oCZdb2RzFYFL,0,0.0,0.0,0,0,0,0,0.0
1.0,2B14A7FDXPvAibaEXe9WcTnuikKYKkkapOSDRceM,1,0.0,0.0,0,0,0,0,0.0
1.0,AD4BCBA9XPvAibaEXe9E+KuE/nFliWlkrmYZH3GU,1,0.0,0.0,0,0,0,0,0.0
1.0,A90E08F6XPvAibaEXe/CiPILllTJfwBvaGkoGenm,1,0.0,0.0,0,0,0,0,0.0
1.0,2B2263BAXPvAibaEXe9+m/oQf3Tjz1l76/nzM+22,1,0.0,0.0,0,0,0,0,0.0
1.0,3B2EA3B7XPvAibaEXe/iGey/Hml5umruCSvdzVz/,1,0.0,0.0,0,0,0,0,0.0
1.0,06140A8AXPvAibaEXe8CSUzma4ok0tGsDiSFrgHT,1,0.0,0.0,0,0,0,0,0.0
1.0,1666439CXPvAibaEXe+3sZoWnetaj3GtIZaMXKq8,1,0.0,0.0,0,0,0,0,0.0
3.0,FBF78CCFXPvAibaEXe/GP74oAJxkeDWQPDHBnP8R,0,0.0,0.0,0,0,0,0,0.0
1.0,97F147AEXPvAibaEXe8u6ih8pRJJpISXbTVPztKI,1,0.0,0.0,0,0,0,0,0.0
1.0,8898BAE9XPvAibaEXe/RnFf25EKRr5bknGVZlkvp,1,0.0,0.0,0,0,0,0,0.0
3.0,D6F5BEF7XPvAibaEXe+MMervxP1vAHvM1MwhSFCY,0,0.0,0.0,0,0,0,0,0.0
1.0,D7470D73XPvAibaEXe9WgQQLl7rkk8KBZBiMtu15,1,0.0,0.0,0,0,0,0,0.0
1.0,17946C80XPvAibaEXe9lF2o7VejWNoJR7PTzcZwM,1,0.0,0.0,0,0,0,0,0.0
1.0,A2AF4496XPvAibaEXe+NJiMjcH3vhKXi3lwL0xLi,1,0.0,0.0,0,0,0,0,0.0
1.0,57305443XPvAibaEXe/pmLsWv14ojN8fx+Ik4WYG,1,0.0,0.0,0,0,0,0,0.0
1.0,A99EF175XPvAibaEXe9kkdDkOt5iFnXzQZZM81t5,1,0.0,0.0,0,0,0,0,0.0
1.0,5F9B23A8XPvAibaEXe8n6FFpptVzUod6doeajeHJ,1,0.0,0.0,0,0,0,0,0.0
3.0,87C95972XPvAibaEXe9sUz+dc1ML5PX3vzdHlOg1,0,0.0,0.0,0,0,0,0,0.0
1.0,72E11CDFXPvAibaEXe/uH+ehSKMSjRSxxLwSvJLU,1,0.0,0.0,0,0,0,0,0.0
3.0,B527F688XPvAibaEXe9U/K5zYZONT1/SQtZRNrnP,0,0.0,0.0,0,0,0,0,0.0
1.0,708AB1C7XPvAibaEXe/PpYImsUfHqD0OJUP9JAIW,10,0.0,0.0,0,0,0,0,0.0
1.0,F473C1ABXPvAibaEXe/jd8ghaf1GTNdb+cfjD9JK,10,0.0,0.0,0,0,0,0,0.0
1.0,1A66501FXPvAibaEXe8o0Tnwwz3u3+4YUN/zv9aq,1,0.0,0.0,0,0,0,0,0.0
3.0,1A66501FXPvAibaEXe8o0Tnwwz3u3+4YUN/zv9aq,0,0.0,0.0,0,0,0,0,0.0
1.0,D87C4275XPvAibaEXe9iov3KWPg5dbSErq4/2nbL,1,0.0,0.0,0,0,0,0,0.0
1.0,A7EE3FCDXPvAibaEXe9YXJ3+ew7OHM3xw9ruNssM,1,0.0,0.0,0,0,0,0,0.0
1.0,3593E659XPvAibaEXe9DMENNf4iGco/PRxwHxdTN,1,0.0,0.0,0,0,0,0,0.0
1.0,4B718AE2XPvAibaEXe90TjJq9LqiZomPXAGqa4xD,1,0.0,0.0,0,0,0,0,0.0
1.0,0CBF5C00XPvAibaEXe/WSo41+3xFkMEE7aNYnzrx,1,0.0,0.0,0,0,0,0,0.0
1.0,D77BA55CXPvAibaEXe97wmuqTYuV7ZzXGRkYG5x/,10,0.0,0.0,0,0,0,0,0.0
1.0,464EEB66XPvAibaEXe93t/fGOsRpnwKvZu4uHWUr,1,0.0,0.0,0,0,0,0,0.0
1.0,7F122563XPvAibaEXe9W7fV/x7qyQJdcv/a2vx7K,1,0.0,0.0,0,0,0,0,0.0
1.0,4DC12407XPvAibaEXe8ciyLBP/Qla/q6bzbKKAKM,1,0.0,0.0,0,0,0,0,0.0
1.0,E6CC2B78XPvAibaEXe8qh9FRNDK+MRxBWkJKR49H,1,0.0,0.0,0,0,0,0,0.0
1.0,0AC3D7F9XPvAibaEXe//3t8+us0X0rXqlaSwbAVq,1,0.0,0.0,0,0,0,0,0.0
1.0,86E7484CXPvAibaEXe+YGniCiyMp01wim0VjC6EG,1,0.0,0.0,0,0,0,0,0.0
1.0,A438E310XPvAibaEXe8VekUw4ELehh5JZ8Xkd+Ce,1,0.0,0.0,0,0,0,0,0.0
1.0,007C275DXPvAibaEXe+TFgEDwYNnveOOmOYeYzF6,1,0.0,0.0,0,0,0,0,0.0
1.0,7A79D442XPvAibaEXe9iVChpJY9DISVYai9kin5J,1,0.0,0.0,0,0,0,0,0.0
3.0,7A79D442XPvAibaEXe9iVChpJY9DISVYai9kin5J,0,0.0,0.0,0,0,0,0,0.0
1.0,3B582529XPvAibaEXe8FAisiSJM2IrqJDUgjWexI,10,0.0,0.0,0,9,0,0,0.0
1.0,48E98811XPvAibaEXe8AEUw13Ud6KncXG0ZOvguq,1,0.0,0.0,0,0,0,0,0.0
1.0,4E7F4557XPvAibaEXe/XOPUzjjLegOpf3WAzgz0r,1,0.0,0.0,0,0,0,0,0.0
1.0,B9F99D1BXPvAibaEXe/IOsuN/I5gh7nm2KYyRrf8,1,0.0,0.0,0,0,0,0,0.0
1.0,D76BAB82XPvAibaEXe+sfU1lcH9y38iOPNn1vZ72,1,0.0,0.0,0,0,0,0,0.0
1.0,007B0A19XPvAibaEXe/UEORkxzaGRmODz65jligT,10,0.0,0.0,0,9,0,0,0.0
1.0,A5085DE8XPvAibaEXe8iGDMJikW1wljc/V8g1C1o,1,0.0,0.0,0,0,0,0,0.0
3.0,F934AFD4XPvAibaEXe/7YVAxOsMwOmFzQTm7dOKr,0,0.0,0.0,0,0,0,0,0.0
1.0,4B106C60XPvAibaEXe9RV3kg6cpLDOvquup7xlSv,1,0.0,0.0,0,0,0,0,0.0
1.0,9C91781BXPvAibaEXe8qh9FRNDK+MaMODbE9t/5h,10,0.0,0.0,0,9,0,0,0.0
3.0,B8204A58XPvAibaEXe/d4nFnIhFaQtp/+y0BKQUB,0,0.0,0.0,0,0,0,0,0.0
1.0,2B8081EFXPvAibaEXe8t2+lY9eHsFsZNbw+e7EWx,1,0.0,0.0,0,0,0,0,0.0
1.0,90EFD004XPvAibaEXe8at9gGXzJnL15B7Ko/vsbJ,1,0.0,0.0,0,0,0,0,0.0
1.0,C0834F79XPvAibaEXe/EvmuerN6w1HGYDTWudCyQ,1,0.0,0.0,0,0,0,0,0.0
1.0,6988D28AXPvAibaEXe9MSDlNDFbYdo3rYOhSopw2,1,0.0,0.0,0,0,0,0,0.0
1.0,43386D57XPvAibaEXe/nw3DhNQnHfzJZvI0o00SJ,1,0.0,0.0,0,0,0,0,0.0
1.0,3547A27CXPvAibaEXe/JRR+qhRXMm5LPIyI46Mn9,1,0.0,0.0,0,0,0,0,0.0
1.0,E907A4DAXPvAibaEXe+Y5CB/5gt3MMEtpeI9uUCE,1,0.0,0.0,0,0,0,0,0.0
1.0,46A99B04XPvAibaEXe+3zE134gecvyrsloNJNorF,3,0.0,0.0,0,0,0,0,0.0
1.0,861C639FXPvAibaEXe+TFgEDwYNnvaxZ22c6n1Hy,1,0.0,0.0,0,0,0,0,0.0
1.0,E907A4DAXPvAibaEXe+Y5CB/5gt3MMEtpeI9uUCE,3,0.0,0.0,0,0,0,0,0.0
1.0,B6496AD5XPvAibaEXe/9n4RXguPAYJnEBVwvE4Wm,10,0.0,0.0,0,9,0,0,0.0
1.0,F93A7468XPvAibaEXe+iXJpjy6UOMB0KVfH2qHUk,1,0.0,0.0,0,0,0,0,0.0
3.0,DCD90AC2XPvAibaEXe9KS65t7Tb/qM1p6wX0RxXR,0,0.0,0.0,0,0,0,0,0.0
1.0,EB9E6EECXPvAibaEXe+Xxbs4kvH/k+NR1M9IN9qL,10,0.0,0.0,0,0,0,0,0.0
1.0,B851CDABXPvAibaEXe+SrLE9JUD3pL5XuU8LV/XD,10,0.0,0.0,0,0,0,0,0.0
1.0,B48CE3ACXPvAibaEXe8VziDgYa0u7mVU9Rhxwqza,1,0.0,0.0,0,0,0,0,0.0
1.0,AEA83EAAXPvAibaEXe//eUaw4J38K1EP04bSuzmt,1,0.0,0.0,0,0,0,0,0.0
1.0,EF134ADEXPvAibaEXe87qJpUsO6V7S7JwvClJktx,1,0.0,0.0,0,0,0,0,0.0
1.0,CC238CB9XPvAibaEXe8T1DiYsmlfselqpvqPIt2K,1,0.0,0.0,0,0,0,0,0.0
1.0,A68F4B39XPvAibaEXe9Fr9h5GPmfNYY0KJ8OhRPC,1,0.0,0.0,0,0,0,0,0.0
6.0,5EA0E379XPvAibaEXe9Xnw4t0GPgx3ZLzmzrJTA6,0,0.0,0.0,0,0,0,0,0.0
3.0,007B0A19XPvAibaEXe/UEORkxzaGRmODz65jligT,0,0.0,0.0,0,0,0,0,0.0
1.0,52B1CC2DXPvAibaEXe+kwIr/VXjl0w+FyuW1abQ7,1,0.0,0.0,0,0,0,0,0.0
3.0,755602EDXPvAibaEXe9sDqR+NysAHsVRmv4S9cRB,0,0.0,0.0,0,0,0,0,0.0
3.0,A4EEB45EXPvAibaEXe+wmtNhlfgIwjN3iuw7Uj8E,0,0.0,0.0,0,0,0,0,0.0
1.0,5BFCBADBXPvAibaEXe9WkeUltvPYd98w5YBueXt1,1,0.0,0.0,0,0,0,0,0.0
3.0,5A8FC80AXPvAibaEXe9Hp2TeoSwCGQOTvUMD2sdV,0,0.0,0.0,0,0,0,0,0.0
3.0,AFD7F061XPvAibaEXe8OLQLlidG6/6iYnKPHh3U3,0,0.0,0.0,0,0,0,0,0.0
1.0,7732A425XPvAibaEXe/69hWWh+JD2XObiYIyKNK8,1,0.0,0.0,0,0,0,0,0.0
1.0,9C91781BXPvAibaEXe8qh9FRNDK+MaMODbE9t/5h,10,0.0,0.0,0,0,0,0,0.0
1.0,1144C476XPvAibaEXe/FejQN8/S5fMTeBtQ6DFpo,1,0.0,0.0,0,0,0,0,0.0
1.0,9973BBE1XPvAibaEXe8d4Zyk6xKs0ylyT58MRLTF,1,0.0,0.0,0,0,0,0,0.0
1.0,331B663EXPvAibaEXe/iIkJq57vD78gHuwyfkHXY,1,0.0,0.0,0,0,0,0,0.0
3.0,6B917B37XPvAibaEXe/KMtCr6bHaurGMaIHnPyOQ,0,0.0,0.0,0,0,0,0,0.0
1.0,F5D2709CXPvAibaEXe+p5WOBbWD0Mymqf5YFK0Fj,1,0.0,0.0,0,0,0,0,0.0
3.0,C0306CDAXPvAibaEXe8l2SPBJihvxRnzz6zE9ctS,0,0.0,0.0,0,0,0,0,0.0
1.0,486F2B95XPvAibaEXe9TMBdu4IUyd1OadVM1S5iH,1,0.0,0.0,0,0,0,0,0.0
1.0,1ABBE1BBXPvAibaEXe9S6E9ioiUfBGiyTmQYHGjq,1,0.0,0.0,0,0,0,0,0.0
1.0,412F9F1AXPvAibaEXe+y4Ivhjp8SxlaMcnQ6fJwh,1,0.0,0.0,0,0,0,0,0.0
3.0,0CB28A62XPvAibaEXe9iov3KWPg5dXVdPwAs/xVs,0,0.0,0.0,0,0,0,0,0.0
3.0,B6496AD5XPvAibaEXe/9n4RXguPAYJnEBVwvE4Wm,0,0.0,0.0,0,0,0,0,0.0
1.0,2E0BC7EAXPvAibaEXe8qgRlcblbl2hBtD1TgWK6U,1,0.0,0.0,0,0,0,0,0.0
