mssv,sotc
7B6803EEXPvAibaEXe9sUz+dc1ML5NOVZL9A9ZrY,4.0
7B746060XPvAibaEXe+7rdwEGp6RyROSoxLGN7qJ,13.0
7B768176XPvAibaEXe8jOKYsh0sA3vkdYiaXsqcm,3.0
7B7F993CXPvAibaEXe++B0JyCbXA1DLReLiuwrPr,4.0
7BA2F48FXPvAibaEXe/twT+sf632fW8aXJozavJO,14.0
7BAE4D59XPvAibaEXe/04IiIK7okBc/e3nqwl6Yl,25.0
7BC09E4DXPvAibaEXe8E6yzSPpyFOY5if8q8PnHf,7.0
7BE7D291XPvAibaEXe8KuJNEATWS80iNHGAraG77,4.0
7BEC04BAXPvAibaEXe8gSpVbHkiPI1AIzq2MLAPo,4.0
7BEDC07CXPvAibaEXe9KWpGOh3zHl5qOD67ZCwQD,44.0
7BF71AB3XPvAibaEXe9MljmzNQ4DkZGfJTNLOUnD,53.0
7BF7D1D2XPvAibaEXe9hgu3XzGis6hQbj+snXm9W,4.0
7C10AC8FXPvAibaEXe/zHDidEgqCTtAT2i2TddLN,37.0
7C165D6EXPvAibaEXe9MpQ5WhbYsPiQb5oeCjF+y,14.0
7C27796CXPvAibaEXe8Vh+AQMuj+NP0pHPOXtPSz,3.0
7C2BCC03XPvAibaEXe/V92w6Vxv2ryA/h/0ZZ6/Q,4.0
7C34ACBEXPvAibaEXe/x2lXf9NFd42AOjEbnLbmV,40.0
7C485DE6XPvAibaEXe+8qNb6Lxxvdr4U9PicErSs,103.0
7C573785XPvAibaEXe8OLQLlidG6/2J/+3f4eaLt,16.0
7C62FBC6XPvAibaEXe/sgKB4TWbXBd4uPj+HoPtz,14.0
7C644D4EXPvAibaEXe/cv+jm0W5r/dmv3+00NSHF,42.0
7C75D925XPvAibaEXe9Zp44TyFcBSARHrqyLyabd,0.0
7C77E81DXPvAibaEXe/0tV50w6zuAQ6I36wWZ7z3,11.0
7C818D4AXPvAibaEXe+gFeZqSF+MJfNjmSa1Aahu,57.0
7C8D22EBXPvAibaEXe/zHDidEgqCTmo2dDAaNnf3,7.0
7C9633C1XPvAibaEXe+Pxorfe/k8CeiGwe0M3hxg,4.0
7C99C54DXPvAibaEXe+gFeZqSF+MJbckw/sFgs2A,71.0
7C9F0AE3XPvAibaEXe+boSxJoV2lkKRU+wZuskzO,2.0
7C9F2E41XPvAibaEXe+/zOhAOw/nM448pS7dxst5,45.0
7CA28A54XPvAibaEXe+Mha34tPf5f+qKujLZFrqM,3.0
7CA35A03XPvAibaEXe/cJxaw79CIvjnf7zwNLUZO,37.0
7CA51573XPvAibaEXe/Z2D1Qs9UWoMKK8xVT1fDX,3.0
7CA9B092XPvAibaEXe+eRvTdABjauVddCl8b8YyU,3.0
7CAAEE6BXPvAibaEXe8ge2UHv4J4B+kFXfDUb6ad,26.0
7CD02A9FXPvAibaEXe+g4B5cywZjwcj8TsG91YaQ,6.0
7CD26520XPvAibaEXe9F+oU8wuNbqDH/0qXXVbp5,17.0
7CD9B404XPvAibaEXe8M4ltS8XjC9c/g97NvpP52,3.0
7CE0E656XPvAibaEXe8JNpgMW2c4UDY5KYrMOBL5,55.0
7CE35C08XPvAibaEXe+L4+qEMJ/L9ayGXcYW/1jo,4.0
7CEA1055XPvAibaEXe+F5I4cNQcujPPdZ0MkhkuJ,130.0
7CF828BCXPvAibaEXe/7VXm0xgXldHOgoJZ2wtYu,4.0
7D0210B1XPvAibaEXe+BHZkA9XgGXfSR6oJo/Es3,14.0
7D1CDDF6XPvAibaEXe8M37suqoe4CYFkfRFnRhUx,8.0
7D2BFCCEXPvAibaEXe/Ep1mHRpPbrLnl5rhjFSXj,9.0
7D2CDA68XPvAibaEXe+tsOVF0knUh/GWEuC1f9V8,17.0
7D4060BBXPvAibaEXe8Ve7JqRML75f60sgal9POH,3.0
7D458579XPvAibaEXe/caEx4rNa5qUtI1gfaPJvU,15.0
7D5AB060XPvAibaEXe/Tj2XE44nW1Y69Y4SRAMJT,16.0
7D5CEDFDXPvAibaEXe8jOKYsh0sA3hqrtVrjoZLX,20.0
7D5ED8F5XPvAibaEXe+s7fQX5t7T+luZmGrOBBJT,26.0
7D6A1FB2XPvAibaEXe904Wq1lYkfi03olJ53wEUL,14.0
7D6AED70XPvAibaEXe9dY3g0Pb8XoMkQAFR7pUUQ,8.0
7D71E1ACXPvAibaEXe8QnYAyy7RsKHMztKlsBEe1,4.0
7D75D845XPvAibaEXe/Nq24Gaz1febpA/AVUAivH,11.0
7D7C4862XPvAibaEXe9QtbUU7TEFhAYI81ViiUeX,11.0
7DAA3A24XPvAibaEXe/yXiKgsgy0sgL7cQHTs8nm,12.0
7DBA3CB1XPvAibaEXe/Eu1NFTIhfjJQMOqyOg4Sh,73.0
7DBC24A0XPvAibaEXe/cv+jm0W5r/Y+BY/9yijX0,50.0
7DBFEDECXPvAibaEXe86sbeN0/YCTZqShrWtk4hd,17.0
7DC43DB4XPvAibaEXe/3ttgRoetEw7qd7H/mrZoP,16.0
7DC63407XPvAibaEXe86Rqk7wH1x9OeXT1Cz9qkH,11.0
7DCA17F0XPvAibaEXe/BqA0y8R3TRbiq3YeYJMVk,22.0
7DCDCDD1XPvAibaEXe99J3nD1pBZIs8o3V4oq4f+,20.0
7DD67D55XPvAibaEXe9fwZBwsCOuQDQOEu4l2Y3B,18.0
7DD93E1EXPvAibaEXe8jolcsAIssTCvlawktLHX9,7.0
7DE2FA39XPvAibaEXe+K/omYw1flXagdppz+1DCN,23.0
7DE396E2XPvAibaEXe/OCFZfQ2ZyrejEK+OsqhXi,11.0
7DEC2E25XPvAibaEXe9E+KuE/nFliV3r9ZrnFeK+,53.0
7DEF6663XPvAibaEXe/vUfHFBryeVPFhlwW6bRdg,54.0
7E048679XPvAibaEXe/Eu1NFTIhfjOAHeYP3maj2,56.0
7E0506DEXPvAibaEXe/jToz821qq0unFgK3ZD7DP,6.0
7E0C4878XPvAibaEXe+fVcdDb6HkTVpMKc/mR8wE,27.0
7E0C4E54XPvAibaEXe8lbOtqETWafpio7enSi5nk,27.0
7E0F58ADXPvAibaEXe9IIIlHGh9Y+lYjdltZwFBO,15.0
7E181D03XPvAibaEXe8XRU39qyEN1ZeHQHAvwphb,17.0
7E1C7713XPvAibaEXe90TjJq9LqiZnDBhKzMxQ18,8.0
7E1F563AXPvAibaEXe8/fn01KaU91JYLB9viRCsV,2.0
7E297529XPvAibaEXe80CrbkBDr5tYJCMNTf6qPL,8.0
7E308531XPvAibaEXe879+AOg1gh8i58Q/VMq7RU,7.0
7E3EAA1DXPvAibaEXe/6UQnMeMDn19SaNjTliDfh,27.0
7E43EE56XPvAibaEXe9zVZKaStZ09At3tK6+Anzb,24.0
7E5B4B7DXPvAibaEXe/X5ZhFzI36lNpO7aEm0NPX,1.0
7E5F0261XPvAibaEXe9x7FcJ6vxIP/wyKPNs2niT,13.0
7E6ACD86XPvAibaEXe+Hr3DoUa42Wd2jXjpZ8/wq,4.0
7E6BD23DXPvAibaEXe/GMxaI3sU5TTD14DFuPh5G,52.0
7E798061XPvAibaEXe8CNW5gpzV0gW64LdQ87tsW,20.0
7E7FC55FXPvAibaEXe9U/K5zYZONT8yhxXQNvJ6O,44.0
7E860EB1XPvAibaEXe9qltw0mIqvIW+7jbdZV9+1,12.0
7E8BC1EFXPvAibaEXe+dMotnUFI9LWOyhS5uVeu+,18.0
7E8C259CXPvAibaEXe/U5lSbganJ85rT8T4Em9NG,27.0
7EA90B05XPvAibaEXe8kQad4U9taeRNBO2TtDW3A,4.0
7EB97F6DXPvAibaEXe/n+mfOnlSouOty/FR9aDPB,9.0
7EF6A3EAXPvAibaEXe/HQN1XeSL1BEWlvhARqyCL,3.0
7F03C845XPvAibaEXe9mDsFtgVHJ/rHAoglzQPuR,4.0
7F122563XPvAibaEXe9W7fV/x7qyQJdcv/a2vx7K,7.0
7F18091BXPvAibaEXe8uwu/zAVb887EgqW8u6HNc,5.0
7F1B39DDXPvAibaEXe9N1zCEN2FQqLnqDMGcHna2,9.0
7F1CFA40XPvAibaEXe9qltw0mIqvITe2Pm8f59IK,6.0
7F1EF887XPvAibaEXe/eRksRS1wGeAzcBQLCMUhk,4.0
7F29998EXPvAibaEXe/rdVrNjJfu5grduSFjXmSH,22.0
7F32B28DXPvAibaEXe+Wjq/eoSKNhVK0XmSyAcBw,4.0
7F3417CBXPvAibaEXe8Vzfjn3dDTT8lmj7nAVbKP,12.0
7F3C1FFBXPvAibaEXe/t7ClCI88v7k1tcLaQ7rIn,11.0
7F3EA9C6XPvAibaEXe9kJ+qYUUrp68Mnh6IGKbmi,8.0
7F4DBF67XPvAibaEXe815EPCWwbvwaQx27BUTx8v,23.0
7F57E0CAXPvAibaEXe9CJmVsz9P34gSFnyCRxpl4,11.0
7F60179CXPvAibaEXe/LLVSZzXjjqh4fMvI1RDVz,3.0
7F620E6AXPvAibaEXe+NnQrnI1K9JGdO38UCJdcK,16.0
7F70CA22XPvAibaEXe/U/4p31JRvsyFIRXhDdAqb,115.0
7F83E58DXPvAibaEXe92KxCTD+8horIqEj7j1b3d,23.0
7F8C7778XPvAibaEXe+FlGMOQh06KQ5h5E87wqvn,48.0
7F8E2C18XPvAibaEXe+PZnml5xOwGYxiUuDXuzmR,17.0
7F8E6556XPvAibaEXe/Bn5cQSu92WW9hSgwhnu8h,9.0
7F926D52XPvAibaEXe+A3Tjfwxprojp89WZoXXiu,16.0
7F98F56FXPvAibaEXe8MnpNH079zb+o0xv4xg290,19.0
7F9BCB64XPvAibaEXe/WSo41+3xFkIxBymBcPpdb,91.0
7FA8CDB0XPvAibaEXe+dVXFbWVwKlXHfXiR7TH2V,10.0
7FB4527FXPvAibaEXe8jolcsAIssTDCWJI8y+/Pw,10.0
7FB66A12XPvAibaEXe8EW55eQakbv2xXTnzajy15,8.0
7FBD0513XPvAibaEXe+ltCXpm838vaXT1ZHB2inA,80.0
7FBE868FXPvAibaEXe8oJoshMoRjxSh+cwTHdUkB,3.0
7FC289D3XPvAibaEXe+uWtCFQV0fxq9jgUKt3P5j,3.0
7FCE4511XPvAibaEXe+Mha34tPf5f6vV8cdH2I2f,3.0
7FCFB3B1XPvAibaEXe92Jin2iMtHCo1x47Wpnc7g,4.0
7FD455F7XPvAibaEXe/U2f1dnGSXPTZdI6dwxsvT,39.0
7FDB26E0XPvAibaEXe9EcAvDToJKQm5x6ujlNakC,29.0
7FE0AB44XPvAibaEXe+LLN9FKbXQHSkxhUNjEhKM,28.0
7FE48BBEXPvAibaEXe+6333OdPqlxteOoDS5Ei1o,2.0
7FEB2B54XPvAibaEXe+wvM39dDDGNo1EvAj1xW6A,39.0
8003DB77XPvAibaEXe+uS3hCcqF/szDKZkQ/twhY,2.0
801DF1A4XPvAibaEXe8091B3Eu2czKOF2ZheWCS+,0.0
80201DF4XPvAibaEXe9sDqR+NysAHuopBbLG2m03,32.0
802CEFE1XPvAibaEXe91GBYfz0Z4eHV73PmHaF/t,21.0
8031DC74XPvAibaEXe8M65xRrvSEqJ8DgIMjzJnC,3.0
803B0444XPvAibaEXe9iVGP2L3M0PBnsDUEFHvrV,26.0
803C1622XPvAibaEXe/l6ZhARxpZLZ8lXR85S76l,8.0
803CD5A5XPvAibaEXe/RBAYWwu4rYPCE5IwuQFlQ,9.0
803E871BXPvAibaEXe9LuqEIeA/5As34H0MRGgzG,68.0
803EF892XPvAibaEXe+sfU1lcH9y3yNwe+gW9F93,53.0
8044D4F3XPvAibaEXe/UXxbMptU3XVb9n+PrHuEA,3.0
80472CCEXPvAibaEXe828ep1J4avvCZOk1++39jR,20.0
804D1481XPvAibaEXe/fvouekn0IRjrkzb1cD4by,11.0
804F41FDXPvAibaEXe/cv+jm0W5r/QH86L9Hotin,14.0
80546BD2XPvAibaEXe/X/wixypGyAiyd1XgFJhu3,19.0
80584914XPvAibaEXe9fG+Eba8DRT229+emgKqmg,6.0
80603101XPvAibaEXe+Ps8zYokGtSWWSdKd2DDTs,41.0
80655820XPvAibaEXe8lzySxhHiT0asFjWSgCSuX,6.0
8066FACDXPvAibaEXe+vL6q6thZ0NqMsVHCr8Wd5,21.0
806CE7C4XPvAibaEXe8M65xRrvSEqDdK8RfLWLJi,10.0
8073B62FXPvAibaEXe9JWTHSsB5dJTx3U5xLhxBx,53.0
80790C23XPvAibaEXe83V/kFvw2bBdHxAZUKwYd8,80.0
8080E79DXPvAibaEXe/m6K07u0dn93gyyobNKwwO,13.0
808122C3XPvAibaEXe/fF8OchQ9smeQgKDgRpVcX,4.0
80878280XPvAibaEXe+SqGsEQP8cFI1w9jwYKGRa,56.0
8095A410XPvAibaEXe84/0NODcOMs2nhCod6vsSp,8.0
80999219XPvAibaEXe8LEmLQG/Ynj2RalsrxrnaH,45.0
80AB0167XPvAibaEXe9/Gb/OX3UNHlGo6NFwmRcD,26.0
80CDDDF4XPvAibaEXe8zi/ZLIzSiuMk6tTI8ZBuE,15.0
80CFDDA2XPvAibaEXe8Cym7B6GX+Th2NYjF4gepx,3.0
80D9EE0FXPvAibaEXe8M65xRrvSEqLJ/NQvmfHP9,6.0
80DA5448XPvAibaEXe9bUSOnBE7+q5HsY2nD3aCQ,18.0
80DC25ADXPvAibaEXe9DjwUQ+Cta8TJ0gcpyEAkF,9.0
80E04D4CXPvAibaEXe8XRU39qyEN1QdKd5S2EBSJ,6.0
80E552E4XPvAibaEXe+LLvbxzunmJKfwH0Ij28RY,3.0
80EB2FFFXPvAibaEXe9g6r/97VInJkZhfYdS0/r3,0.0
80FA351CXPvAibaEXe8CN9MRovh0mPhPinh+dczq,6.0
8102A180XPvAibaEXe9ASX2YKqk5AdNqCDkyFwYx,3.0
8103E225XPvAibaEXe8b36blNCVklW5O7YWCCp/A,3.0
810C090EXPvAibaEXe+O6k9uKh6ikKLHEO/3sBCM,4.0
810F3500XPvAibaEXe+g4Lk2o86SJ7gRdXikEg4S,3.0
8119778BXPvAibaEXe/Ojw5gA+9jXjWsvTAxgD/k,4.0
811B6908XPvAibaEXe/X5ZhFzI36lNx3f5qpoB9c,3.0
812507AAXPvAibaEXe8k9aD0YXzUPpwWiDKW6EhV,33.0
81258FA6XPvAibaEXe/iDuY0411CJn9swgDPebnS,3.0
812765BBXPvAibaEXe/yrwK0a/uMNzaVYv8neD4p,42.0
812FEF5DXPvAibaEXe8WdGcsQTF3yAkfM+A4rrJk,4.0
81308AC0XPvAibaEXe+Rjl9Zh07CzDo8ATXVRDhK,4.0
8136D1C7XPvAibaEXe9RBNO8knVPDyLHjWaMh4f3,43.0
81384C7BXPvAibaEXe+cQfs8oDok99G1m7FBGQcW,19.0
813CBC2EXPvAibaEXe9+TauHu3ZGiQ2lj5m8ton7,34.0
81407390XPvAibaEXe/AnO3hhGPyzNjZmJs+qE7+,50.0
814386EAXPvAibaEXe8H0v+wZJvKQ154FYZnnmJD,14.0
8144FD61XPvAibaEXe8p5yvHQtPESz4k90vlB9C9,4.0
814A1338XPvAibaEXe8UtLk0ua6nIBLPjs1dPKs5,53.0
81591236XPvAibaEXe9a9WHB728zIC+BsRhdRUah,7.0
815B148DXPvAibaEXe+P3P+fEFRIWNoPQoF+Ga0u,11.0
815BC6BAXPvAibaEXe+PVAbtvmWztjKUVtlCbbjs,12.0
815DC6D5XPvAibaEXe9iBRrLJjO8dUXgzuC1uGLg,17.0
816B09EDXPvAibaEXe/9ugxkUZcLfCsP2F+g822+,8.0
816FB82AXPvAibaEXe+szMHbfc71UCGxWEPTj3H5,2.0
817F3800XPvAibaEXe917PYvJ9Jl7eb63uaMNLRc,18.0
818A2EE0XPvAibaEXe/caEx4rNa5qRu1qeWo48Iw,15.0
81A16E02XPvAibaEXe98rLBMbW9WWZYzqql2Y9VW,16.0
81B193F6XPvAibaEXe9fw8mX+aV2o1EPcHr7BtS3,25.0
81B2935CXPvAibaEXe+k2gCw0RZzlRwyRf+5msb1,4.0
81B56530XPvAibaEXe9syD7Vfew2qe4lDpkMCxew,4.0
81BE22AAXPvAibaEXe/KMtCr6bHauvKa00E+I+gN,6.0
81BED50DXPvAibaEXe/3SQynmW7eujPXqTOowx88,4.0
81D217CAXPvAibaEXe+tKlY40ATmdTqN9NM0YdSn,4.0
81D2AB1FXPvAibaEXe/YKAlYnC3m9ztTf89k7OWJ,53.0
81D406E7XPvAibaEXe+WQoBahnEKPBQpdUbeDDVY,37.0
81DD8F95XPvAibaEXe+Ps8zYokGtSdYq8mHvNR6u,10.0
81E29EEDXPvAibaEXe9mu9ZmuYOdkk5LhyySNFnF,16.0
81EE8EF2XPvAibaEXe9o3csoNuwUvFCXzXJKbMVz,48.0
81F211BEXPvAibaEXe9Xnw4t0GPgx1AaPdjIiPDQ,7.0
81F26882XPvAibaEXe9gkY4mZy1X66dW2MJ2TmyT,15.0
820D4115XPvAibaEXe9ylQoUTvcEfwP2rEGTClQb,41.0
820FED0DXPvAibaEXe9sDqR+NysAHoOSAsTiQd+6,41.0
821251A0XPvAibaEXe96MNa+AOhrt0uH7OUcf1sr,7.0
82157FECXPvAibaEXe/WSo41+3xFkONmGkZ6gOkr,23.0
8219EA1DXPvAibaEXe/PGAaNNWvbUAwbuGIAPcg8,106.0
821A7F5BXPvAibaEXe/45+b0LBlJ7KzOMErkQOCe,8.0
822E16F5XPvAibaEXe+PQV3+n6192XY7fK+no8an,33.0
822F7C35XPvAibaEXe+Pxorfe/k8Ce7lKLN/tEW6,4.0
8233B8DEXPvAibaEXe8miMZo604NiQFD5kCrpnHh,48.0
8236DF1FXPvAibaEXe/MCL0qpDhx03Mfi0q07Dws,56.0
823D6574XPvAibaEXe9YdST3ySUdgeOLucLcSiDk,15.0
82408DC1XPvAibaEXe8cAHyQqAf6Yz+Y+EC7AmFj,6.0
8243FB32XPvAibaEXe9eSUilQ3V71jduVbuxe6rY,5.0
8252A0B9XPvAibaEXe/6nxG016FLXMmGtVxLx13S,31.0
82547EC6XPvAibaEXe8+b4756rik/pr7xGsqP4MF,8.0
82585948XPvAibaEXe9fSn/pJ5xyKjhTKGG1U8jj,4.0
825FA3F2XPvAibaEXe/wM5TrBBCDMW1yuePWOjX3,46.0
826FA2C3XPvAibaEXe9YgNnR0JxPhZ0g/j/FBtq4,19.0
8270E1A1XPvAibaEXe8WD3qnVG2b/bk87zIhFkE3,10.0
8278E218XPvAibaEXe98bEweMyJa5sVAzcv7XA6I,4.0
8290D854XPvAibaEXe8TrN3vUI8MaCLxvR1Y78Xt,4.0
829346BDXPvAibaEXe8vcQUX+A6FeI2ps89ZPK9I,19.0
829491C4XPvAibaEXe9kTkrXS1NJ3gq5xKPjX9v7,4.0
829A6930XPvAibaEXe9wxm0WjsXoKvogSZjqOrmh,4.0
829B9071XPvAibaEXe91UcttbrYag0wNDqn7ao3g,8.0
82A17B12XPvAibaEXe8z1Io4iT8HJDOTLLnsB1Kj,30.0
82A5C461XPvAibaEXe8zjuWfAVBr9bNlNnYYiajH,16.0
82A5D5FBXPvAibaEXe+p5WOBbWD0MyVL9NMgg+2U,5.0
82AB644CXPvAibaEXe8CNW5gpzV0gUjrbzVSLssM,16.0
82AC9941XPvAibaEXe9tz4fJBCYpdyu7YeTTVL9M,11.0
82B00D5BXPvAibaEXe/F1TwL9yTfnY/KoAwpXdWk,40.0
82B70334XPvAibaEXe8cAHyQqAf6Y3fs+7IKpLor,14.0
82C05E17XPvAibaEXe+dErJK2QKC6Sh57QLk3ez8,4.0
82C0F6EAXPvAibaEXe+xD4bBZLKlbmlAXb7+Zvr6,4.0
82CCF118XPvAibaEXe/ns/wSuHF6kJuTovSjvh3N,0.0
82CDD006XPvAibaEXe9WGATIMl02LLfwAtGJNJ7j,31.0
82D14634XPvAibaEXe/6+y7kR2ib7bWEDLrp4+p9,17.0
82D67FF0XPvAibaEXe9Bx5CZuIA9z+ymYnRBj6Fr,121.0
82DA2252XPvAibaEXe9Utyqc/TjnrXnVIpvBAdUP,4.0
82E6B11BXPvAibaEXe8miMZo604NiSw9zJjQSkmS,6.0
82F2024BXPvAibaEXe+JOtnwEvC97pZRbXCmauVx,4.0
82F358D5XPvAibaEXe+Pxorfe/k8CeQSGF32nC9q,6.0
82F3CB03XPvAibaEXe+H6KmFC2sei6SFYe0kERcw,6.0
82F96C45XPvAibaEXe9vhdgqp7cHT9nKZp4ndtUe,8.0
8302372CXPvAibaEXe9nvDYNSmXFxcGHCRDPK1AT,77.0
8322079CXPvAibaEXe+uWNYQT31BjlgZ8d3+vm39,15.0
83233F43XPvAibaEXe9nvDYNSmXFxbrcmlQKa/4g,22.0
832D5B8CXPvAibaEXe+Xxbs4kvH/k/CWwFVACUgl,7.0
83302EADXPvAibaEXe9Q2McsUcINTqYf3w5qE4hy,59.0
83339A50XPvAibaEXe+cHxM5cHw4WlBPfQwlTDnj,46.0
83397C94XPvAibaEXe/stw5d/QtwDKYEHXteaSdd,26.0
8352A96AXPvAibaEXe/LIv6QeHs+ZW0tAXQOlKKR,4.0
83585B9EXPvAibaEXe9YaQ6AMeD5ayv9x3ClXXQ0,50.0
8361811BXPvAibaEXe+g2dQ0D263aflTxTkEwuwy,4.0
8361BD03XPvAibaEXe+Z64Gg7q108HqexDs9ObXl,20.0
8362FD19XPvAibaEXe9XcPMiufMBOBxR/Tp9moOM,39.0
836D1ECBXPvAibaEXe/7FS9daZff/Gh6scDMjEBx,4.0
8374ECEDXPvAibaEXe91GBYfz0Z4eHk4i42PAENa,61.0
83869FF9XPvAibaEXe9/fz21qGF7YDbA0BJ94ELa,7.0
8398BD3EXPvAibaEXe89Arovz2AsdtMRSZrwJb8W,20.0
8399F2DFXPvAibaEXe/HEi/LLJqlPOyuI8VLFTkm,3.0
839A1A0CXPvAibaEXe+uQMKXqrwYdgr0jNDc3VDK,4.0
83B0A86DXPvAibaEXe+1q4RcodP1hK3fmwW0bUx1,19.0
83B1018FXPvAibaEXe/T8UkF60S6T2BamXmJzWFW,37.0
83B45558XPvAibaEXe/HmIUF1I+C90ed3NErQrZV,6.0
83B76C01XPvAibaEXe/lOccskaOiO2K46r7t4qnt,47.0
83BE0E42XPvAibaEXe8qgRlcblbl2ntqFY9HAKuj,17.0
83C18F25XPvAibaEXe+cHxM5cHw4WsUHwqR7ET9a,17.0
83C28D63XPvAibaEXe/GFbVLDV6SZHSpHddxdRyT,3.0
83D3F6C9XPvAibaEXe/Dy4K4yiQpOP6IiL6XGDu/,7.0
83DBE018XPvAibaEXe/sgKB4TWbXBTLU+E9O8Uw/,18.0
83DC1132XPvAibaEXe+nMqNhjtt9Yx/vwoi1Osdf,41.0
83DCA101XPvAibaEXe9Z0fDyfUkzH4vSGY2cA9D0,6.0
83E84E0CXPvAibaEXe+FlGMOQh06KVxsL92r6W0/,6.0
83FAA9CAXPvAibaEXe+oo0hccQuSuOtStIwkWhsf,9.0
84007103XPvAibaEXe/UXxbMptU3XQuoDyLEeeU5,15.0
84023906XPvAibaEXe+BLXXPq9s2IWOEFpITuPDx,9.0
8405AB7AXPvAibaEXe8CSUzma4ok0sCCokPnZj1+,18.0
840BA7D5XPvAibaEXe/EaMzFFtVZpC9I0eENTuuG,7.0
84285E2EXPvAibaEXe82f6NwASlun+t+87HRGhJ2,3.0
8442D4A1XPvAibaEXe8n6FFpptVzUnUcDJxNSI27,87.0
844BA991XPvAibaEXe8ZQB/g2cpypMy8eFWE0KZT,24.0
848A24FCXPvAibaEXe/c1PHSsZoD+yLkGRjcNhqf,12.0
848AB351XPvAibaEXe+SgbKufUiN7OKpFsodMp2m,81.0
849B4066XPvAibaEXe+orwruBh8mex9qfAUBt2PG,32.0
84AC7832XPvAibaEXe8hRg1nu5z8zOKyd6ENg8Ah,66.0
84B07D27XPvAibaEXe/8X6gsb95YiEWmebrSaF9F,13.0
84B8F7A6XPvAibaEXe+ZjFxIq69W3O+Pz2B9WwrZ,4.0
84C35FAEXPvAibaEXe/BLy1WUS+NVj4ytGkizcS1,12.0
84CF78A7XPvAibaEXe9Z0fDyfUkzHzM2esLePC79,24.0
84E78EF7XPvAibaEXe/AdnwkoyhfDuNWqr7keeGm,4.0
84E8B7EAXPvAibaEXe/HUuIVo8uCRwz6R8b6awLs,10.0
84E9E27DXPvAibaEXe9zjjuEw+R98evSmyYmVaxC,25.0
84F1726EXPvAibaEXe/FejQN8/S5fHF/hPdc4T81,154.0
84F3CA20XPvAibaEXe+K/omYw1flXa+P0SZlL2YZ,9.0
850C19C2XPvAibaEXe9gcLLHJLBBnZC5o6sMc8cs,23.0
85100785XPvAibaEXe9FiaSoce50DO/IaKolpO0O,16.0
8512B9C9XPvAibaEXe9kjFBbKBtNOm/ImAlQjRCv,44.0
851F6B5AXPvAibaEXe8CZDRB45S33CTiGmsmZ4G3,4.0
852208ADXPvAibaEXe8mAGU8TlDzss7DwViJt/jj,4.0
85260C6CXPvAibaEXe/yrwK0a/uMNyXqjhY4MqOj,123.0
8527FBBAXPvAibaEXe/fF8OchQ9smTkQwKLdMoQW,38.0
852AB6FBXPvAibaEXe9zVZKaStZ09JfwDhFB+dyV,9.0
853C72A6XPvAibaEXe+NlBH3sQF3EzMofinb5dov,7.0
853E0DEEXPvAibaEXe8+b4756rik/pW1OJFozqnF,10.0
85517F77XPvAibaEXe92Mw4ZEAxz00FpFR/WdtyQ,38.0
855D56BCXPvAibaEXe/d/S/pWxgpNx1CuYvRvGeR,61.0
855EBAB6XPvAibaEXe/GP74oAJxkeFK3GK4jlLCA,31.0
8562FE2AXPvAibaEXe/SqPunOb7eNJD3S3S60MIi,31.0
856DA928XPvAibaEXe9cYfl6D6BtPIX0tfSptrp+,7.0
8571018CXPvAibaEXe9dM9ghEEbZFyx5E8zNi0oZ,56.0
85749327XPvAibaEXe+y4Ivhjp8SxkP1bWnA7tQ7,151.0
8575BCE8XPvAibaEXe+T+pdYLenbrq6K/k7KlA6S,2.0
85765F51XPvAibaEXe/7VXm0xgXldMr8iJn1d/nL,39.0
858CB97CXPvAibaEXe9vxrzlowp+zI1Sy8v/dU4U,3.0
858DCF80XPvAibaEXe9PDEhlfOA/z79rx8ZyWJXT,21.0
85926FA4XPvAibaEXe9JWTHSsB5dJRIiU6nlLA3P,24.0
859FF4B4XPvAibaEXe/V2dF0qjs8bS+3GhPtTevf,4.0
85AB9A11XPvAibaEXe+cD1fKElqxL3rmZzDf2Nuw,34.0
85AE4EA5XPvAibaEXe8Pno0mP3gNIlGAXs5QkLa3,14.0
85B8581AXPvAibaEXe9kJ+qYUUrp691e6albNlig,0.0
85B9DCA6XPvAibaEXe9IFELOCpaeRJXcoPUL+bOi,4.0
85C2D27FXPvAibaEXe/Dy4K4yiQpOJHnLNT8mIEk,60.0
85C8607CXPvAibaEXe8YaJ+XvjGNa1BuewnFqcxs,39.0
85E7E4D1XPvAibaEXe/stw5d/QtwDNG/Ui1b9I89,21.0
85F05408XPvAibaEXe9KkwUxiQiZ0kPjboSr5z+L,44.0
85F19E36XPvAibaEXe9JFObA5Eqn8Qb+vMHE/w1s,54.0
86043790XPvAibaEXe83baLaXNpmvkZ7kfLtJPTP,91.0
86053F82XPvAibaEXe81r7KrCH0uc8qhbnpGNt/A,8.0
860E35B6XPvAibaEXe/SxwNRab2vgE+RrjvZeuIL,57.0
86118223XPvAibaEXe8zBeLfIMmoBG0JCFEfZPsm,28.0
861C639FXPvAibaEXe+TFgEDwYNnvaxZ22c6n1Hy,17.0
861DAB5FXPvAibaEXe+L3E5N50rAdMGkSfniL2Ut,17.0
86226721XPvAibaEXe/RK0UQl+DMKyymMc+NMAoo,8.0
863E5F33XPvAibaEXe8nmuLjlPEastIrBNySm1tB,18.0
8646B3F5XPvAibaEXe8n5o9RyAxUM2xQqrHCbibu,10.0
86475D27XPvAibaEXe+6DwsvcvouVX0Imwtv+1AY,4.0
86589374XPvAibaEXe/lq24VwKc+LK7aHDdkTcPt,4.0
