mssv,diem_tt,OTHER,THPT,ĐGNL,hedt_CLC,hedt_CNTN,hedt_CQUI,hedt_CTTT,hedt_KSTN,khoa_CNPM,khoa_HTTT,khoa_KHMT,khoa_KTMT,khoa_KTTT,khoa_MMT&TT,chuyennganh2_7340122_CLC,chuyennganh2_7340122_CQ,chuyennganh2_7480101_CLC,chuyennganh2_7480101_CQ,chuyennganh2_7480101_CTTN,chuyennganh2_7480102_CLC,chuyennganh2_7480102_CQ,chuyennganh2_7480103_CLC,chuyennganh2_7480103_CQ,chuyennganh2_7480104_CLC,chuyennganh2_7480104_CQ,chuyennganh2_7480104_CTTT,chuyennganh2_7480106_CLC,chuyennganh2_7480106_CQ,chuyennganh2_7480109_CQ,chuyennganh2_7480201_CLC,chuyennganh2_7480201_CQ,chuyennganh2_7480202_CLC,chuyennganh2_7480202_CQ,chuyennganh2_7480202_CTTN,noisinh_0,noisinh_1,noisinh_2,noisinh_3,noisinh_4,noisinh_5,noisinh_6,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,sem11,sem12,sem13,sem14,sem15,sem16,sem17,sem18,sem19,sem20,sem21,sem22,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16,label
83339A50XPvAibaEXe+cHxM5cHw4WlBPfQwlTDnj,21.25,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.12,4.97,-1.0,6.09,5.06,9.0,6.24,6.74,8.0,6.56,4.06,10.0,8.24,6.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.0,0.0,75.0,0.0,80.0,0.0,82.0,0.0,90.0,0.0,85.0,0.0,85.0,0.0,80.0,0.0,2
83C18F25XPvAibaEXe+cHxM5cHw4WsUHwqR7ET9a,22.75,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.97,6.35,-1.0,7.25,8.23,-1.0,7.83,8.24,-1.0,7.2,7.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,70.0,0.0,68.0,0.0,80.0,0.0,100.0,0.0,80.0,0.0,95.0,0.0,75.0,0.0,0
18A3DA17XPvAibaEXe8y6/RMXZRwBY6Trwp7NjPp,23.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.22,8.06,-1.0,8.72,8.39,-1.0,8.0,8.41,-1.0,8.38,7.69,-1.0,7.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,84.0,0.0,78.0,0.0,95.0,0.0,93.0,0.0,93.0,0.0,90.0,0.0,85.0,0.0,0
302BA03CXPvAibaEXe8y6/RMXZRwBc5bwgf0V50u,22.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.73,7.08,-1.0,8.13,8.13,-1.0,7.52,7.32,-1.0,8.48,8.91,-1.0,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,97.0,0.0,88.0,0.0,95.0,0.0,95.0,0.0,90.0,0.0,81.0,0.0,90.0,0.0,0
FE8D1C95XPvAibaEXe8y6/RMXZRwBfdXwWmvISq7,22.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.87,5.84,-1.0,6.74,7.57,-1.0,7.89,7.14,7.6,7.76,6.34,-1.0,8.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,0.0,62.0,0.0,62.0,0.0,78.0,0.0,76.0,0.0,75.0,0.0,86.0,0.0,75.0,0.0,1
74325201XPvAibaEXe8y6/RMXZRwBdjV4+4KROgH,24.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.89,6.28,-1.0,6.78,6.4,-1.0,6.17,2.92,-1.0,7.36,6.69,-1.0,6.71,-1.0,-1.0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.0,0.0,70.0,0.0,66.0,0.0,75.0,0.0,80.0,0.0,70.0,0.0,65.0,0.0,60.0,0.0,2
2051316CXPvAibaEXe8y6/RMXZRwBSpb0VHJadCX,22.75,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.69,6.76,-1.0,6.72,7.92,-1.0,6.62,6.4,8.5,8.09,4.89,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,0.0,78.0,0.0,62.0,0.0,73.0,0.0,80.0,0.0,75.0,0.0,96.0,0.0,80.0,0.0,2
19C6EC80XPvAibaEXe8y6/RMXZRwBaVhbTGtkt2W,23.75,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.75,5.59,-1.0,7.16,4.95,-1.0,-1.0,-1.0,-1.0,4.37,6.76,7.2,5.54,6.19,-1.0,5.13,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,0.0,71.0,0.0,64.0,0.0,78.0,0.0,75.0,0.0,80.0,0.0,54.0,0.0,61.0,0.0,2
24F2FF88XPvAibaEXe8y6/RMXZRwBbu134vL4bXs,24.25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.68,7.11,-1.0,7.84,6.68,-1.0,8.22,9.21,-1.0,8.06,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.0,0.0,72.0,0.0,66.0,0.0,73.0,0.0,80.0,0.0,80.0,0.0,76.0,0.0,75.0,0.0,1
D1CF0680XPvAibaEXe8y6/RMXZRwBRNEtSk1fgWN,23.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.63,5.09,-1.0,5.68,4.92,-1.0,5.67,5.6,-1.0,6.28,7.4,5.6,5.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,83.0,0.0,70.0,0.0,65.0,0.0,58.0,0.0,80.0,0.0,74.0,0.0,76.0,0.0,80.0,0.0,2
7AFD7535XPvAibaEXe8y6/RMXZRwBXIh5HEXe283,22.75,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.45,3.72,-1.0,5.39,6.4,-1.0,6.76,7.28,-1.0,7.48,5.2,-1.0,0.39,-1.0,-1.0,0.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.0,0.0,49.0,0.0,61.0,0.0,49.0,0.0,90.0,0.0,77.0,0.0,65.0,0.0,64.0,0.0,2
4BE71BB1XPvAibaEXe8BxOZlGHrYN4LVOBY6YcNv,23.75,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.45,6.95,-1.0,7.71,7.7,-1.0,8.49,8.09,-1.0,8.71,8.38,-1.0,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,83.0,0.0,81.0,0.0,64.0,0.0,73.0,0.0,90.0,0.0,95.0,0.0,86.0,0.0,85.0,0.0,0
97C69D15XPvAibaEXe8BxOZlGHrYNzqmSjT0ay9r,24.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.08,4.53,-1.0,6.44,6.81,7.6,6.61,6.89,-1.0,6.74,7.99,-1.0,6.6,-1.0,-1.0,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,0.0,76.0,0.0,66.0,0.0,70.0,0.0,85.0,0.0,85.0,0.0,76.0,0.0,75.0,0.0,1
5B881D5FXPvAibaEXe8BxOZlGHrYN5yIXtjZt3PF,24.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.97,7.79,-1.0,7.98,7.3,-1.0,6.94,7.02,-1.0,7.21,7.01,-1.0,8.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.0,0.0,79.0,0.0,69.0,0.0,80.0,0.0,76.0,0.0,75.0,0.0,86.0,0.0,75.0,0.0,1
5F0F648DXPvAibaEXe8BxOZlGHrYN5I6k14yIgQo,22.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.76,6.53,7.4,7.0,6.18,-1.0,6.97,6.03,7.2,5.12,4.86,-1.0,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,0.0,52.0,0.0,46.0,0.0,44.0,0.0,89.0,0.0,73.0,0.0,75.0,0.0,70.0,0.0,2
A2AAB390XPvAibaEXe8BxOZlGHrYNwuNJvxpRkul,23.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.47,4.26,-1.0,6.43,5.88,-1.0,5.4,5.92,7.49,7.3,7.54,6.1,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.0,0.0,37.0,0.0,56.0,0.0,66.0,0.0,80.0,0.0,90.0,0.0,80.0,0.0,75.0,0.0,2
31EEFFADXPvAibaEXe8BxOZlGHrYN/g8b2/ctmX8,22.75,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.76,4.9,-1.0,5.02,5.88,5.5,4.01,3.67,-1.0,5.03,5.2,-1.0,0.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,0.0,66.0,0.0,67.0,0.0,64.0,0.0,71.0,0.0,70.0,0.0,76.0,0.0,74.0,0.0,4
4C1CA7DCXPvAibaEXe8BxOZlGHrYNxtiDZ0bQZSk,22.75,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.55,6.15,-1.0,6.0,6.36,-1.0,6.04,6.12,-1.0,4.3,6.49,-1.0,0.0,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,78.0,0.0,69.0,0.0,74.0,0.0,77.0,0.0,80.0,0.0,85.0,0.0,75.0,0.0,85.0,0.0,3
CB9BB1D7XPvAibaEXe8BxOZlGHrYNymZpYFw4ucN,21.75,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.87,7.33,8.05,7.61,6.76,-1.0,7.38,6.49,5.5,6.6,6.7,-1.0,6.02,-1.0,-1.0,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,0.0,87.0,0.0,76.0,0.0,85.0,0.0,80.0,0.0,86.0,0.0,68.0,0.0,68.0,0.0,1
A7EE8EA8XPvAibaEXe/wvgrdNVCyf+YpLYZ+3PkD,23.75,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.85,7.14,-1.0,7.13,7.46,-1.0,7.0,7.05,-1.0,6.91,7.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,0.0,68.0,0.0,64.0,0.0,78.0,0.0,85.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0,1
CC66FB5EXPvAibaEXe/wvgrdNVCyf4qaNhqyOjdc,24.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,5.49,-1.0,7.79,7.36,-1.0,7.99,7.92,-1.0,7.76,8.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.0,0.0,38.0,0.0,68.0,0.0,83.0,0.0,90.0,0.0,100.0,0.0,86.0,0.0,80.0,0.0,1
891F156CXPvAibaEXe/wvgrdNVCyf5jLOkWpgXlY,23.25,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.52,5.93,-1.0,6.54,6.63,8.4,6.53,7.17,-1.0,7.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,0.0,36.0,0.0,37.0,0.0,30.0,0.0,55.0,0.0,87.0,0.0,76.0,0.0,75.0,0.0,1
ACF6497DXPvAibaEXe/wvgrdNVCyf4n0nWj/daN+,22.75,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.88,5.92,-1.0,7.3,7.48,-1.0,7.29,7.08,-1.0,7.69,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,0.0,73.0,0.0,68.0,0.0,93.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,95.0,0.0,1
538D82A9XPvAibaEXe/wvgrdNVCyf4Zu3yuLbGom,22.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.86,6.27,-1.0,7.05,8.4,5.5,8.48,7.36,9.0,7.44,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.0,0.0,62.0,0.0,62.0,0.0,70.0,0.0,95.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0,1
3E7FF71CXPvAibaEXe/wvgrdNVCyf1XOAfFzxw7d,22.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.85,5.67,-1.0,6.18,7.02,-1.0,6.37,7.16,-1.0,6.29,7.47,-1.0,7.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,0.0,62.0,0.0,62.0,0.0,70.0,0.0,85.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0,2
91DED076XPvAibaEXe/wvgrdNVCyf5uuwil8NN3j,23.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.96,5.37,-1.0,5.55,3.28,6.8,7.56,5.47,-1.0,7.12,6.38,-1.0,-1.0,9.17,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,39.0,0.0,35.0,0.0,22.0,0.0,35.0,0.0,80.0,0.0,79.0,0.0,65.0,0.0,65.0,0.0,2
44CA70D3XPvAibaEXe/wvgrdNVCyf8LXTc1+/opL,22.75,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.65,6.68,-1.0,8.0,7.11,-1.0,7.64,8.18,-1.0,7.31,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.0,0.0,64.0,0.0,71.0,0.0,90.0,0.0,80.0,0.0,85.0,0.0,65.0,0.0,60.0,0.0,1
DA872026XPvAibaEXe/wvgrdNVCyf2uA0Nmul7oQ,23.25,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.44,4.26,-1.0,6.24,5.68,-1.0,6.52,5.62,6.4,6.6,5.55,5.1,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,82.0,0.0,40.0,0.0,73.0,0.0,75.0,0.0,80.0,0.0,90.0,0.0,90.0,0.0,79.0,0.0,2
EA48A70DXPvAibaEXe+A+6mRsShfH+65vTSkgYPY,20.75,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.68,7.66,-1.0,6.65,7.13,-1.0,6.93,5.43,-1.0,7.31,5.14,-1.0,7.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.0,0.0,90.0,0.0,92.0,0.0,100.0,0.0,100.0,0.0,80.0,0.0,81.0,0.0,79.0,0.0,1
AF88C485XPvAibaEXe+A+6mRsShfHwA3vDP6Xzx0,24.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.58,6.54,-1.0,7.38,8.27,-1.0,7.26,7.89,-1.0,8.16,6.68,-1.0,8.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,75.0,0.0,68.0,0.0,86.0,0.0,90.0,0.0,85.0,0.0,81.0,0.0,90.0,0.0,1
C706FB46XPvAibaEXe+A+6mRsShfH3c5hrX6pj/i,22.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.65,8.03,-1.0,7.65,8.1,-1.0,7.95,8.38,9.7,8.41,8.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,98.0,0.0,80.0,0.0,66.0,0.0,93.0,0.0,90.0,0.0,95.0,0.0,85.0,0.0,85.0,0.0,0
7ABE5F01XPvAibaEXe+A+6mRsShfH1jsux48gpzj,23.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.23,7.21,7.5,7.95,7.79,-1.0,7.73,8.47,8.25,8.55,6.84,-1.0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,62.0,0.0,76.0,0.0,92.0,0.0,80.0,0.0,90.0,0.0,80.0,0.0,75.0,0.0,1
F85E4EA0XPvAibaEXe+A+6mRsShfHyrIwnH7mQUY,23.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.05,6.99,-1.0,7.82,6.86,-1.0,8.42,8.08,-1.0,8.57,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,92.0,0.0,87.0,0.0,75.0,0.0,85.0,0.0,100.0,0.0,90.0,0.0,85.0,0.0,90.0,0.0,1
93ED182AXPvAibaEXe+A+6mRsShfH/ilHgWOiULi,22.75,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.76,7.35,-1.0,7.17,7.54,-1.0,7.72,7.92,-1.0,7.76,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,94.0,0.0,82.0,0.0,96.0,0.0,95.0,0.0,85.0,0.0,90.0,0.0,80.0,0.0,1
8FBA7352XPvAibaEXe+A+6mRsShfH2ZnaZAyp3oa,21.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.14,0.0,-1.0,2.55,6.42,3.21,5.6,3.8,-1.0,5.15,2.1,-1.0,-1.0,-1.0,-1.0,6.48,6.93,-1.0,7.58,6.5,-1.0,7.98,80.0,0.0,29.0,0.0,0.0,0.0,34.0,0.0,79.0,0.0,65.0,0.0,70.0,0.0,65.0,0.0,2
33B4B1F5XPvAibaEXe+4XPPXlKRz0EV4ZG7086cL,24.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,6.86,-1.0,7.18,7.11,-1.0,7.93,6.68,-1.0,5.44,6.07,-1.0,7.23,8.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,62.0,0.0,58.0,0.0,73.0,0.0,80.0,0.0,80.0,0.0,75.0,0.0,80.0,0.0,1
9565948DXPvAibaEXe+4XPPXlKRz0F/32mG8IgsJ,22.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.66,6.58,-1.0,7.45,6.29,-1.0,7.03,6.11,-1.0,7.28,6.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,75.0,0.0,64.0,0.0,76.0,0.0,80.0,0.0,85.0,0.0,86.0,0.0,75.0,0.0,1
03CB8DC4XPvAibaEXe+4XPPXlKRz0LWy5kJsvBRv,23.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.78,6.12,-1.0,6.85,5.86,-1.0,6.88,6.37,0.0,6.16,6.73,0.0,5.15,8.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.0,0.0,81.0,0.0,71.0,0.0,77.0,0.0,80.0,0.0,68.0,0.0,76.0,0.0,85.0,0.0,2
B4DC373FXPvAibaEXe+4XPPXlKRz0D9Bo2PfASbd,22.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.45,6.67,-1.0,6.85,6.36,-1.0,5.4,6.58,-1.0,7.01,4.16,-1.0,8.15,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,83.0,0.0,71.0,0.0,69.0,0.0,71.0,0.0,75.0,0.0,75.0,0.0,76.0,0.0,70.0,0.0,1
F4F703C7XPvAibaEXe+4XPPXlKRz0ASYHj0yiFyB,23.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.82,7.43,-1.0,7.17,7.89,-1.0,7.26,6.48,-1.0,7.93,4.79,-1.0,5.37,1.71,-1.0,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,66.0,0.0,60.0,0.0,68.0,0.0,68.0,0.0,68.0,0.0,78.0,0.0,66.0,0.0,1
27DE8F0CXPvAibaEXe+4XPPXlKRz0OOesUWAG4OI,23.75,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.41,7.82,-1.0,8.45,7.97,-1.0,8.44,8.12,-1.0,8.98,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,70.0,0.0,72.0,0.0,100.0,0.0,100.0,0.0,90.0,0.0,90.0,0.0,95.0,0.0,0
A80D76EDXPvAibaEXe+4XPPXlKRz0CqIc6dfd33P,23.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.66,6.99,-1.0,7.19,6.41,-1.0,7.66,8.25,-1.0,7.98,8.48,-1.0,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,0.0,76.0,0.0,69.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0,80.0,0.0,80.0,0.0,1
A02A1D04XPvAibaEXe+4XPPXlKRz0LYwzmMOM+z2,22.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.09,6.85,-1.0,7.53,7.14,7.5,6.72,7.51,7.75,8.05,7.5,-1.0,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,0.0,75.0,0.0,66.0,0.0,78.0,0.0,80.0,0.0,80.0,0.0,68.0,0.0,68.0,0.0,1
A630DCE4XPvAibaEXe+p5WOBbWD0M1V/Bj08ggD1,23.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.52,6.05,-1.0,7.91,7.18,-1.0,7.46,7.05,-1.0,7.62,6.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.0,0.0,80.0,0.0,75.0,0.0,83.0,0.0,90.0,0.0,100.0,0.0,85.0,0.0,75.0,0.0,1
B4464601XPvAibaEXe+p5WOBbWD0M8Pyz9dHwxCg,21.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.05,5.62,-1.0,5.79,5.19,2.7,5.73,4.5,6.65,6.16,6.34,6.0,5.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,6.32,-1.0,-1.0,77.0,0.0,72.0,0.0,46.0,0.0,63.0,0.0,80.0,0.0,63.0,0.0,80.0,0.0,75.0,0.0,3
8C017745XPvAibaEXe+p5WOBbWD0M7ZNRkESEJkQ,22.75,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.14,7.13,-1.0,7.44,7.19,-1.0,-1.0,8.65,-1.0,8.68,8.55,-1.0,9.0,8.03,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,92.0,0.0,83.0,0.0,69.0,0.0,79.0,0.0,90.0,0.0,85.0,0.0,95.0,0.0,100.0,0.0,0
