diem_tt,OTHER,THPT,ĐGNL,hedt_CLC,hedt_CNTN,hedt_CQUI,hedt_CTTT,hedt_KSTN,chuyennganh2_7340122_CLC,chuyennganh2_7340122_CQ,chuyennganh2_7480101_CLC,chuyennganh2_7480101_CQ,chuyennganh2_7480101_CTTN,chuyennganh2_7480102_CLC,chuyennganh2_7480102_CQ,chuyennganh2_7480103_CLC,chuyennganh2_7480103_CQ,chuyennganh2_7480104_CLC,chuyennganh2_7480104_CQ,chuyennganh2_7480104_CTTT,chuyennganh2_7480106_CLC,chuyennganh2_7480106_CQ,chuyennganh2_7480109_CQ,chuyennganh2_7480201_CLC,chuyennganh2_7480201_CQ,chuyennganh2_7480202_CLC,chuyennganh2_7480202_CQ,chuyennganh2_7480202_CTTN,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,term 1,term 2,term 3,term 4,term 5,term 6,term 7,label
0.7392733186009397,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3573863743298853,0.19928207628545283,0.43973588831500804,0.38276304915620163,0.5056431215092965,-0.9893119284111999,0.6566078368524271,0.36870689588258876,-0.9930398179566212,0.39505037522819686,0.734997943332825,0.7913206024432784,0.61419574611593,0.8080308015573263,0.7695232037473912,0.6713314358771696,0.6314226146588005,4
0.7856431044119049,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2873992050895282,0.1713477901580261,0.3225723947071559,0.39302697558300503,0.542620308712823,0.5001373812544613,0.37799724049357136,0.5320549237829537,-0.9936851139027999,0.4534781216316871,0.7065400792120362,0.6096488143508678,0.440415334504806,0.6812161239345379,0.7060018482048894,0.6925525161317393,0.5091567315405254,3
0.6426136157990301,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.3426177799119149,0.1351879923995303,-0.9865991330177887,0.351464646607335,0.6282737477813757,0.2962688239613912,0.4805189660459626,0.5882223007028813,-0.9544156380700336,0.42213978175619093,0.7254699555920919,0.5151318664911532,0.5121931537745401,0.7513769246641068,0.8430823531438056,0.9005363553714333,0.7162164632578639,3
0.7098192164695265,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4555715609949367,-0.016125269388126917,-1.0791071902675748,0.3205482136347558,0.4237112564643381,0.4865558232252755,0.26561136463382856,0.29407482204739954,0.646802622647686,0.38983981706384574,0.7172581675925315,0.45587419573133764,0.33504725305952127,0.5918661694625399,0.705685049037448,0.3936541556388112,0.5893823640382698,4
0.7746072726438324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36927108879431336,0.23799621168931923,-1.042372900251458,0.4346018664448575,0.3493744323982631,0.4747173927934204,0.19839410750251513,0.25741087170229954,0.3230642793193118,0.16131373254316866,0.8398789699027859,0.7407045152697564,0.8087294534325996,0.7979718211333676,0.7271327501682008,0.713148884698077,0.6606709868886866,4
0.7204815357230316,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4109263288965563,0.04524566879960368,-1.047584607958147,0.041410976091780405,0.14330170049084284,0.3094946425164341,0.3820285135070558,0.3258399273277586,-0.9442891538784943,0.18245215015299,0.2344595964991263,0.41302145165737747,0.324000608862239,0.4482258524515428,0.5564693950773929,0.6745208783002714,0.5228139822117617,4
0.8666999282771396,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.38991490893291325,0.5428444092836423,0.47764195091239264,0.39515904762945303,0.5706039890843395,0.38910568292885,0.5127556646184063,0.5316045020826319,-0.981523060987922,0.19174276648127192,0.7847925462930185,0.704079406481246,0.7678518116531867,0.7645376285057678,0.8080794178950661,0.6716803191606073,0.570547195382318,3
0.8148635141107227,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7221763063556081,0.5869364011739129,-1.0440870349047129,0.5956491081812771,0.6025127365722612,-1.0466756700029658,0.4396763584871503,0.5162753431641477,0.4661832462671214,0.5278426061590419,0.7646075521183402,0.6827845222192662,0.4081748943511353,0.8840987338157291,0.8474204468381732,0.7162921973174613,0.7835569210247061,4
0.9216309806543882,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40969868626148775,0.27503855061040655,0.35509220097855915,0.3363211232088615,0.6112954050133312,0.4604102823018026,0.5196195876126986,0.24603237720340787,0.4772475113220377,0.4374022155069994,0.7456944490838944,0.7466079516902896,0.46700464402976744,0.21576075220566135,0.5247200850101966,0.5395796450714034,0.26536095691910966,3
0.6926647947532875,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3572047170161636,0.4664905087390998,0.4737552831056638,0.4310104269276692,0.48758713374171747,0.6402922344415256,0.3209519665579452,0.6047971093118438,-1.0395003364497377,0.012950969929622025,0.8415970592858428,0.7811652221118932,0.7788991016442488,0.7800821923497651,0.6780963392153252,0.8358770160475295,0.6802666878344101,3
0.7109527194852492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4538752520703895,0.1909011187376857,0.46859931270659827,0.4733779799810566,0.5853792833214525,0.5474940085467737,0.36997863449003976,0.7336219652629468,-0.9457327700535844,0.36781468124519445,0.8163312947443337,0.6890223396722354,0.5259461077425148,0.6862622825838914,0.8426056200817814,0.8595695817826041,0.6321123761014906,3
0.8656559387996018,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2641340746059555,0.04210424580856614,0.37870076760475124,0.023066219573974034,0.20576353367861633,0.3291722088183274,0.31229390328095613,0.30909903630933044,-0.966465823496135,0.4728199781975104,0.5830356939935353,0.3589223744471447,0.3566383199330805,0.38629356451490615,0.5296795477549971,0.27897749668890937,0.4950563723823611,3
0.8429672585056222,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5750401637957404,-0.06520483570285607,-1.0163295655014806,0.2620382541470513,0.21271659148592023,-1.0975457747692543,0.5382361283850627,0.5450518778233187,0.7621896865649576,0.2802859825973815,0.5910119023197371,0.3837809782685601,0.2831535663379919,0.11018689100548246,0.4688389747163424,0.4114497445965712,0.5905853713245548,4
0.6940874059990982,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6873568697979415,0.24481210202315348,0.48372589917960856,0.6922361960047794,0.50575981794874,0.534873756640086,0.6624924596842918,0.42419651542250697,-1.0048590793510834,0.5011552029977574,0.772880837799266,0.47831065891451074,0.7117900366052088,0.8423883243134015,0.8896530670042108,0.6925853120362172,0.8735974570629162,3
0.782995436374362,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5279280908913382,0.24696263735597257,-1.024326900524541,0.56470521872116,0.4255856727995116,-1.002704653836688,0.5103258149676342,0.503895422332986,0.30290505479621815,0.42597025255744575,0.8774928791618253,0.5238297354243502,0.7754795223091114,0.7982506689128358,0.7890584288607704,0.5651367719437214,0.35176592730190687,4
0.8016893414959699,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137823469872344,0.5515222761950703,-0.9897586406257196,0.7080560818230079,0.6232963501020629,-1.0048958839452904,0.521590371077515,0.5241862963962017,0.40101340753849596,0.6577341517377654,0.8156064383474383,0.6658700314640889,0.7033264589523002,0.7577488035288665,0.7520804813440483,0.7620078571176662,0.7283782050606387,3
0.8254321996770811,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5721984987345518,0.5900708311189446,0.5832956050583513,0.5952068712520024,0.5194380147503364,-0.958262394840354,0.5665812206957227,0.5201785348504496,-1.0245565887350316,0.6124091022625793,0.7744417968348862,0.6438184807934566,0.7885488263695265,0.6660514744744647,0.7673393613805345,0.704325652978808,0.7687103267798697,3
0.7706837973040532,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6452157594446446,0.5048427215991749,-1.054767844050132,0.8056318713341362,0.5670938790910627,-0.9860735816523071,0.6399157422843751,0.6368567564375323,0.33165492046296424,0.7198143333883824,0.8571231384117297,0.8448222781273445,0.6435932355585793,0.9498220122957557,0.8882028451751522,0.825534590146361,0.6893494776753686,4
0.8330076421681117,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6703187962703491,0.3916000030052726,-0.9818541830939136,0.6896958912815084,0.5734374897885107,-1.0196985530821843,0.5604931925673371,0.3615311610702916,-0.9814620182202826,0.41954287375677285,0.6667898699654445,0.7372219329563376,0.6962379248973865,0.8291892658126669,0.8017587731042585,0.6967912578051576,0.6104836363029116,3
0.6885797112291738,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5509105581529461,0.2659063154727314,-1.036687116367434,0.07214134917243009,0.6182363544579466,0.2851881093167493,0.4653100506846133,0.6731722347402709,-0.8947198054932348,0.4717459402992012,0.36939060131296286,0.4672626146182479,0.48496271780771005,0.5154062423530306,0.7497238496356916,0.8927612978625568,0.7570245611556469,3
0.8567099214881944,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6506084036122474,0.4015196500668161,-1.0263510978010966,0.586740474927614,0.5826391105127269,0.31654247351339004,0.39484696246209117,0.4551949999165838,-0.920173704557093,0.4962237205041046,0.5839723711155254,0.4008242327853896,0.3025435206158119,0.3781496108879144,0.6188196140967203,0.19160473072688644,0.5433634095638306,3
0.9031748202424859,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4359417334516353,0.041893205719765125,0.4043189688696542,0.6898127462922206,0.6155058648522169,-1.0190714102091898,0.5310668223095415,0.5353400873001947,0.35960508849716,0.3771062534093117,0.7241631583806135,0.7050107895210673,0.5709519100504258,0.7896912833942742,0.7662334592349546,0.5981868279673381,0.31694686730204596,3
0.7936939308468722,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34488316413442355,0.12418539014923968,0.5784740477474185,0.1995908153069304,0.3734237497689874,0.3048121636635076,0.5039809500388807,0.39802704751807383,0.47080260837296317,0.06321791585662095,0.6078252864010775,0.5888127907081074,0.5769036574899119,0.35283659906307596,0.39997646419454896,0.550445270993028,0.48322494681358513,4
0.839933510086721,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3280823664495405,0.2076469176079257,0.31418187242125684,0.5968057373023785,0.540653834301012,0.6047461941586034,0.4390449813735412,0.4594096836012143,0.22824575311914336,0.3992905143011683,0.6706318145696684,0.7113802883770629,0.7594623457109769,0.8705115365276097,0.8170126596149334,0.759905185985624,0.7497494056221389,4
0.9860601303664527,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3026417423887372,0.055505419544602475,0.4328334433102617,0.045229087737271356,0.2745765479861212,0.3223727880219297,0.3648963094050805,0.3052758440331116,0.40252220502851277,0.08072269320079717,0.4436200628953185,0.6297973520218085,0.36829025730341214,0.21756491814312123,0.5856119272204899,0.2933712379315855,0.006548232577245572,4
0.7829521085944864,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5548834361030807,0.5243663356335208,-0.9765616016933194,0.708636982600352,0.7318569790290922,-1.0219159344493827,0.7577159501344359,0.5926402007225134,-1.0049175079590698,0.1850815982131569,0.8165091666956933,0.761867638214807,0.8232405030611464,0.8312152515627755,0.8899670099112929,0.8723347303824578,0.8027135948756757,3
0.8491161703765746,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6949534477251527,0.6355565138253552,0.6613521688675655,0.6406932218464375,0.5955568277314723,-1.0126565200891924,0.5245398701529562,0.4892559524079318,-1.0383751793111302,0.20193463623723748,0.9413163510304902,0.818828070640984,0.6511204429400381,0.5788628931378206,0.7037129658394357,0.764900066035967,0.6613252673465388,4
0.9365091880079793,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598527351228449,0.4342732378022712,-0.9863598631810893,0.6611381698389058,0.5657715491824036,-1.0357057930817803,0.5893759437022674,0.49451168504149984,-0.9976481823816972,0.42117024169630424,0.6152693110272348,0.741936050285535,0.5385449571132161,0.5311683209692625,0.6175623984111097,0.31334177063783136,0.2960298222502257,3
0.8064340914729312,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6879695433665791,0.3279891695739242,-1.0270082606453141,0.6408226832901225,0.5133514079945395,-1.0533639127893792,0.4291214121329251,0.457145928588559,-1.0085013947602655,0.4157157293719337,0.9371925946286189,0.8537698494584733,0.564958128926246,0.7343082273864742,0.7591129826664753,0.7054708302867602,0.43761549658869575,4
0.869805286165213,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519153380136035,0.3102730193634088,-1.005974897709502,0.570107322882612,0.3917842000294073,0.2746940999731654,0.383504911296404,0.31794994624745077,0.4119932485756971,0.43035877373026366,0.8234556003776676,0.6813994464704788,0.4359894635618152,0.6838608747003453,0.8349420566259165,0.6923618421252816,0.6460161995803042,4
0.8606548431661999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32338287217105777,0.27641842965320595,0.5374824437530282,0.3373572118147148,0.32532572678385824,0.4105435268226941,0.4898723324517451,0.32903649725834916,0.26427443259328043,0.35256359173642615,0.4692692824286603,0.6231994558162594,0.504619475467686,0.44490474567772553,0.2086350481803834,0.40367258543341367,0.6485945975080178,4
0.7639665559232756,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5991185068246587,0.46407121201792284,-1.0256847561685039,0.522168708533066,0.6912705775162099,-1.053569825942399,0.5517592806698556,0.1776194808890808,-0.9219645820008457,0.46820098051068926,0.7967888695136653,0.7389160324890639,0.6599566314917613,0.6048572015506614,0.841320906633137,0.8250496514144279,0.7419064063653447,3
0.7882936261106454,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5828174699285732,0.6274728280907336,0.35929874908823206,0.5071944384922258,0.531795712007383,0.44757755376768765,0.4048302113235888,0.14313216420347832,-0.9571922925252462,0.4112024284458595,0.4923990718443908,0.5546356840221516,0.6236389690151753,0.6489433930105003,0.6119116323775284,0.6291557248147046,0.5439217588098534,3
0.8131757364393368,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42790544681991693,0.15508060234805224,-1.0605027662435047,0.37528570022936913,0.3907508141959221,0.36736323846957725,0.33503988732840906,0.3654147170551647,-1.0290058654569216,0.07182391823615045,0.6019056485164223,0.505347558329481,0.36755823042441216,0.3701834597662459,0.7014805109223964,0.6787948367400505,0.6660531810178204,4
0.6778108870103436,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5856396558822025,0.5486546905017784,-0.9894532996349236,0.7485135597126757,0.6745458279815899,-1.0065607962039116,0.7669308827275284,0.7904361124656208,-0.9580803650320673,0.6894860046578595,0.740879854677712,0.8820076415671405,0.7369271813620536,0.8764530099973638,0.9317139292982355,0.9104471595710757,0.8901562569772926,3
0.8054349282233622,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5982513495205657,0.5324449718539596,0.6268250359137973,0.567155407136305,0.5486814099359181,0.4132811287103265,0.6042749297855523,0.4613878387594648,-0.9920640733177648,0.34370155405447844,0.9079936365851806,0.772088478275087,0.7955791117601658,0.6260882274144753,0.6922989095524268,0.750945517312229,0.7056399385875644,3
0.7484218587405185,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4476063118830901,0.21622335944432158,-1.0249592913278995,0.6632570954049675,0.3966421442302593,0.3906632379445755,0.5388393559812573,0.6439536027377231,0.41009983196009947,0.46166760665672696,0.6232097195317439,0.7148631296528926,0.6082299481424994,0.774038404793192,0.8159837809364393,0.78087926511384,0.5227373078474888,4
0.9334887802329539,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6517037871788373,0.5845493371907267,-1.0236746015143057,0.3930074867250184,0.634423780893176,-1.0222987580672849,0.23619871087961025,0.4086503856921749,-1.013303548523465,0.0929737028563975,0.8770219839875619,0.7960424101126402,0.8635657378144264,0.7750497461157142,0.8094468916013852,0.7370211248359062,0.651313125288795,4
0.6744275048515659,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6019460659895383,0.46036804041479645,-1.0058659577914617,0.525237290529406,0.3806416233693761,-0.975085583348137,0.4837288590141566,0.45449455239270115,0.5421109437046479,0.7262972633352063,0.778495233263375,0.5946948076983255,0.5713302177359595,0.7998079744225679,0.6435457336740374,0.7249001742869905,0.7950485184236491,4
0.7825347236459843,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.49519940492905745,0.35921778280594946,0.5465026405493709,0.5853066902298626,0.5282475724129454,0.6423461740016653,0.3606022717921325,0.5994248657195591,-1.0053004512875794,0.4343766920579829,0.6823931482310744,0.8132126563706137,0.8080700258829712,0.6341468772758816,0.6406566240453438,0.7942685997016111,0.5931369612372942,3
0.7665224332541868,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6322413491280835,0.4579604302633139,-1.0226763109112342,0.7326991928723883,0.5832808493434375,-0.979977656477183,0.5906241985207972,0.6837486917549755,0.4491693031735488,0.4281483262936606,0.8320315845093237,0.8071278162117757,0.7519110618318839,0.9867762368241881,0.8464929252054603,0.7926433072683884,0.6072227765825597,4
0.7904928016816932,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5493116341923318,0.3919766967540654,0.5080460014074493,0.5318078661716408,0.5803573600093027,0.4894515817806886,0.6347540774011995,0.5856809371341696,-0.9933502702376088,0.5136642489027725,0.694573006695772,0.7109888621706142,0.5205849606798933,0.7229071502220277,0.7360300994044325,0.8376529680737457,0.5443564948941039,3
0.7550024492360027,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39952684013475287,-0.04168420964807851,0.4030558398566597,0.46086739201297694,0.3582029231346552,0.3536144621711699,0.4013099007064779,0.16189778176265834,0.6454414436943023,0.3397573699569185,0.6440794237708037,0.4894788141412706,0.3822098506353132,0.6473485809255177,0.2503963084439313,0.27611405888390983,0.5066346901171392,4
0.7736943190139024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7401093389544092,0.5165303651018375,-1.0036966611160176,0.7443854769167565,0.7714719175094027,-1.0364455014727443,0.7562274800986879,0.5503799721798842,-1.0210814635837497,0.49481961851644396,1.006142273388976,0.9578564664512247,0.9102623268231466,0.8678090015296113,0.9277221302480411,0.8466795610487301,0.7577551303548343,3
0.7645689274767409,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7831207786709635,0.8043091875279871,-0.9466615418673212,0.8198134689716934,0.7217407338292823,-1.0205410485424218,0.6758323622253835,0.7024317106881632,-0.9958968679446547,0.5011994188757918,0.6899423058171242,0.5746132200642684,0.7332532268466501,0.7335493805248787,0.8060585992806529,0.7861258106311245,0.7156119340150027,3
0.6817750524300703,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4776404598497894,0.5142608147285229,0.6095538564431009,0.47090834340785953,0.4578669372493885,-1.0478890790789126,0.314057002024636,0.6360976695210199,-0.9430229526801027,0.36890529401888694,0.6299596605320328,0.7638259708415349,0.7127138548628239,0.7070298539157829,0.7557189778250245,0.6668427994016195,0.5767699004416771,3
0.7273383882814353,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4248294903680348,0.3699746852822766,-0.9638392195188092,0.6523511063794823,0.5703533204200437,0.44469249874566796,0.611725768482134,0.5010987935917172,0.7229158249641534,0.32185210412492377,0.5801949346429546,0.6119905175044177,0.46979961666507225,0.7838502465010104,0.7373244847756025,0.7993141461417697,0.7867517201451382,3
0.7042040268558433,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7412797727196095,0.6739500211528644,-1.0174505877544444,0.8039664290795435,0.6450740932917265,-0.9586096897415203,0.6432807233034471,0.6668673090318962,-1.0079411933690585,0.45136524669079886,0.8703152522175184,0.7759720907893413,0.5267878184446674,0.8676858084916941,0.822027360888064,0.8146014315159849,0.8361405358711083,4
0.9609331847179862,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5394952561290144,0.46360344612712906,-0.9957433465077218,0.5778995743487539,0.3704419788808836,-1.043057546518744,0.2954427645444808,0.4157147482393847,-0.9487640098833984,0.08914013731365703,0.651002270339682,0.7227226318393775,0.4127553011172509,0.35116683895074224,0.1827815196892473,0.6015531862652195,0.3051916079929992,4
