mssv,diem_tt,OTHER,THPT,ĐGNL,hedt_CLC,hedt_CNTN,hedt_CQUI,hedt_CTTT,hedt_KSTN,chuyennganh2_7340122_CLC,chuyennganh2_7340122_CQ,chuyennganh2_7480101_CLC,chuyennganh2_7480101_CQ,chuyennganh2_7480101_CTTN,chuyennganh2_7480102_CLC,chuyennganh2_7480102_CQ,chuyennganh2_7480103_CLC,chuyennganh2_7480103_CQ,chuyennganh2_7480104_CLC,chuyennganh2_7480104_CQ,chuyennganh2_7480104_CTTT,chuyennganh2_7480106_CLC,chuyennganh2_7480106_CQ,chuyennganh2_7480109_CQ,chuyennganh2_7480201_CLC,chuyennganh2_7480201_CQ,chuyennganh2_7480202_CLC,chuyennganh2_7480202_CQ,chuyennganh2_7480202_CTTN,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,term 1,term 2,term 3,term 4,term 5,term 6,term 7,label
0,0.8081407062583107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.459372617826289,0.1525037516249233,-0.991356611163571,0.4994778835660851,0.4286223430606359,0.4751619385100408,0.2318133428147593,0.022558507350923,0.1967624352344435,0.2865371130267566,0.7805974507223661,0.7669251345294684,0.4640225325731051,0.6885958112203833,0.653692390031117,0.5878080990502489,0.4687869787072709,4
0,0.7496060125224923,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2209214111372767,0.2344553416895354,-1.00764534027943,0.3639161827945645,0.3812042862441595,0.5754449399883784,0.3951249473675514,0.4233814240706151,0.4415601356841974,0.4779707543011399,0.5873971312258124,0.6444672882645522,-0.1685572439045968,0.6903044628786102,0.6216463501587793,0.7093845977413944,0.6858451201698245,4
0,0.7682981902785005,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4376421737799263,0.3449029660071717,-1.0461006042058594,0.5972710260736978,0.6246960605658669,0.5596159321287536,0.4300666388369095,0.6889207629148741,-0.9360773150049572,0.5409230377519815,0.7695304321752359,0.7703284279845715,0.663060554064504,0.7673298088271732,0.7249201699996253,0.9896386957005732,0.8533785386481736,4
0,0.8735150740532868,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4875000055742654,0.116529246423909,-0.9960115140396172,0.4195873561886131,0.3310170206816093,0.3957712675978357,0.1584827019176669,0.3836235617293939,0.4638227989378557,0.2134337036045973,0.3607258859296198,0.6954228700905399,0.4586609356766863,0.658674094094022,0.6754805325959201,0.6079053307828818,0.6073867844294161,4
0,0.8835812809909891,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5315756087447341,0.3540869206151109,0.3713469499502657,0.5386772416735953,0.5480033041940535,0.3447417835207924,0.6613303478626285,0.4585476794704392,-0.9450324679272352,0.241746177412128,0.6561110838595563,0.6303263359615727,0.3402549321224546,0.6484756979612021,0.6744438814914671,0.6390926936511473,0.4432002303083575,4
0,0.790043147542448,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7627143101289411,0.4743060533812753,-1.015076837507917,0.5714674460936833,0.5371415446046043,0.4470252354514618,0.5941063037807043,0.512563103667822,-0.9820139606892124,0.1401710715719585,0.8465273175472853,0.7986850577379656,0.7891634986649365,0.7071782331343757,0.7595897703357076,0.7749448554358889,0.654699364513605,3
0,0.7843796548382713,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538023981763462,0.1952933465524547,-1.022900065389253,0.5748435705983872,0.354016996205107,0.4302998847684592,0.3742292801792123,0.3742795395675662,0.4905052593202978,0.4660898332860778,0.6130896221301566,0.6086355780868598,0.701479258021976,0.6347782443221647,0.6643136194317655,0.6652113027116194,0.7385040696859019,3
0,0.7685329553281578,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5611324916701274,0.4142160605057249,0.4327079899799829,0.5764022589585379,0.5843798848609214,-1.0427756686977607,0.673488631855627,0.5102958641876989,0.5231873932591157,0.6593817511726298,0.8040609511116098,0.7902557594504114,0.7342227614488787,0.7583006278095461,0.7150803071767451,0.8381958319056056,0.7470919106840034,3
0,1.0106642087765405,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4903252106325044,0.3708824987005769,0.4599303024585098,0.5898568935675735,0.5182052041989523,-1.0084036513324264,0.6485608484235545,0.6859532698437222,0.6158567676304949,0.4403108621812276,0.6626069682951747,0.613992005419641,0.5020004077512952,0.1737814374659704,0.547254661266044,0.2121260392439946,0.2732183083082148,3
0,0.6965702741627968,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5744425048232815,0.3712041473093358,0.3123384269500959,0.556038306271469,0.3716345490581001,0.5087021363714263,0.5220591419872322,0.6313370732853187,-0.9917267592924086,0.3922079296750856,0.6033080362239398,0.7283267426161318,0.6205972757057205,0.6010796363383563,0.6252273573845161,0.7174723456294758,0.4950242758393021,4
0,0.7761282073055611,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5286610545227088,0.2942792543492252,0.6289993509853444,0.5037016914899652,0.2794833826799233,0.3367628501284455,0.2878831491457626,0.4050653513920617,-0.9658421727090564,0.3165102496805165,0.8191692036836392,0.6863292831353642,0.7268960800837878,0.3341779289038638,0.5578330220092715,0.6489589388346205,0.5750588476729477,4
0,0.8827391449762151,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3938379878488745,0.0652743339556022,0.4518692878340931,0.3636395718072663,0.1407626431759543,0.3968992717734915,0.1643074499290871,0.1711939067310756,0.4871669249591625,-0.071614240622811,0.5648740581171738,0.334425496060143,0.2755854351448222,-0.2025343929447098,-0.0486802150970855,0.1080591168707267,0.1771550926446185,4
0,0.8529000069874995,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3969061466638864,0.0431206968584211,-1.0119966248857664,0.467760674038689,0.416527823568278,-1.042624625037143,0.4581103751446509,0.4794853235529057,0.542340971907277,0.3220155051326716,0.5999592310947814,0.641494804577533,0.4372840720210321,0.2682543903752782,0.7177419231763146,0.2583359118557614,0.5743971072686742,4
0,0.7396939829770384,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7125392461113234,0.7639094778369824,-0.9804096117208158,0.7419564700794598,0.6559157240927126,-0.9738980813344238,0.5462837826144863,0.5990674559022049,0.4022328168791791,0.56298320852924,0.7263038568344353,0.84390232966683,0.7639961827889744,0.86126741194802,0.7819351157512014,0.7345806013912136,0.6447912887084366,3
0,0.8749452077222307,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3140762987389357,0.036773802290974,0.2809032133654527,0.4884614461973257,0.4576240209716443,0.4075899298192548,0.3680615708988803,0.0056972173843584,-1.0386699089012128,0.0470743194808705,0.5604956451078362,0.6533835645830371,0.2693853400884838,0.5788243133691998,0.5706037306741858,0.5370911840374524,0.2950263921641209,4
0,0.801377108702357,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.660370017255216,0.5799888048586905,0.5130365023461999,0.4797633068188869,0.6710150019985426,-0.9803814036445704,0.3484340365261525,0.5100538676058711,-1.0082353514424558,0.5046931374636282,0.8702771505614453,0.8625654786227263,0.7983854997769614,0.8339865460380543,0.7635561922027845,0.7957700262412154,0.6962298711381938,3
0,0.6881362637734438,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.40596659082694,0.4488271420568108,-1.0264147968171673,0.4609030443175543,-1.1139946901873177,-1.0961223970796588,0.3722864074160505,0.2538873141167832,0.5087299296679926,0.4601966187261392,0.7730575339291975,0.6959230247001638,0.7063150010802052,0.2881451258275948,0.5213651027828721,0.7404501682662938,0.558781219920955,4
0,0.7518288240692452,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3356065586185305,0.0611042906834889,-1.0236146848763932,0.153959588863685,0.2544432083044579,0.2163558754531757,0.1929695373944233,0.4294290514734182,-1.009292730935641,0.2624749167379412,0.7552461909383757,0.8184697023344262,0.4461883183418061,0.6140686518227196,0.7056327732537193,0.6761853173233653,0.0302366280956684,4
0,0.7631381390440984,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3669012099363239,0.0452514011479944,-1.0303806022012223,0.5165078421146406,0.3422818561407443,0.209917175287609,0.3371164823552439,0.0606299152677347,-0.9609030758173932,0.4570079597027599,0.666790901447759,0.5138502009319382,0.0592547195338619,0.3984943104941538,0.6268791526212334,0.4598075472122885,0.699991670114006,4
0,0.7387455689655081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3947243089518391,0.2179901797021765,0.4051438226812893,0.5523531484718408,0.6201155600687779,0.6589465216854256,0.6538024941366269,0.4863991127855292,-1.0500776948479436,0.469356625792193,0.8596332092500775,0.7663083151139796,0.7745786423330403,0.838622913947579,0.9365233196036832,0.8985601556969718,0.659637214024193,4
0,0.9234597009972508,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3010377611023264,0.0967959733436464,0.2967051625059341,0.4252670627075011,0.3049773704419795,0.2907440731209935,0.3241431460572825,0.418518060286223,0.4135135372887613,0.2127804908296684,0.5753729915902019,0.6659986348058722,0.380038482991357,0.7104459682787098,0.3890674511890471,0.3425797668110916,0.5541482009718555,4
0,0.7144384209181301,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5731135358845872,0.240256101975588,-1.00320514351986,0.2320232496039903,0.4313662779935071,-0.9975186496640934,0.569223485601666,0.267325367049557,-0.9303720065844712,0.5132705566324797,0.7400646310573666,0.6339606521428397,0.3869404461581226,0.3418320211769039,0.8149273862925087,0.7966782996810476,0.707127338713903,3
0,0.7635528385248029,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3866481554554715,0.4746155183831332,-1.0072821821604363,0.6499675513455454,0.5901575864439392,-0.9822576008464724,0.4155706956904967,-0.5533248404037447,-1.0031201836966686,0.3283758568124743,0.5810641578236443,0.6275900458652479,0.694625633550081,0.8040125749495767,0.758211614852729,0.7347706429113476,0.6531292091709386,3
0,0.7549478395585248,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6483642893811675,0.446663649087852,-1.0369043567497358,0.5995611166320675,0.5248455563055214,-1.0700818817990474,0.5589183722406196,0.5399561403209766,0.5676441510801409,0.5264446197375323,0.8181497334937613,0.7217718274756234,0.527067901674013,0.4452626231802602,0.6334819831938542,0.7016538262658385,0.7406524818506192,3
0,0.7320061172407082,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5106489887242899,0.4108457142354632,-0.9895766933821422,0.6016516751343566,0.5006729739579495,-1.0319281293867193,0.4798514052519492,0.5409458218323036,-1.0018656493533813,0.3684678869232901,0.7930121094792956,0.7760323039193061,0.7627977140895936,0.7559689812164837,0.8097920698315251,0.8319303512326659,0.8090300301544077,4
0,0.6463551343477053,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7919093223611141,0.5617590631417249,-1.0381285067749926,0.7380242475301377,0.5833381044322565,-1.017263454501796,0.5067066495936384,0.81370562652314,-0.9811906701968784,0.6403217443929883,0.8504769587442583,0.9140238073682464,0.8061808473112613,0.8857187648048789,0.8601103853747764,0.8838632770049315,0.9275024626998184,3
0,0.6662474620675076,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5395623926077897,0.5717654082746317,0.6493810358057747,0.6772610069145157,0.5418851387313365,0.3807977199059018,0.7121133696239441,0.5189107030358557,0.445437059258364,0.4195271127175347,0.8511106202558547,0.7213474576725625,0.7982509382769326,0.8847425357888075,0.9396916783598857,0.7512767853700278,0.6715015559691511,3
0,0.6810347126738985,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7042142227026468,0.2366228979339172,-0.997692383963124,0.4277591453101461,0.6548961248907215,0.4759683103166284,0.5823198491929742,0.4216741530575182,-0.95894785925695,0.5627579151333638,0.8017825164943562,0.7468750213653679,0.674837189470897,0.8216570597865456,0.8796458107145853,0.6715200906740693,0.7037520064817795,3
0,0.7827290660419718,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7053993962175544,0.4449095620680233,-0.9509722175357448,0.6400995420308437,0.5494014235947821,0.3770429761038432,0.6381457883784007,0.5248115991552391,-1.00980453471099,0.4392316067510204,0.7072752605109991,0.7230921375731068,0.727937015095591,0.5500019411897286,0.7745953184324168,0.7788846500893535,0.7401555877665188,3
0,0.673971141122786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.393473092974236,0.3754698810936021,-1.0002355308142097,0.6162121399229974,0.3898011958415334,-1.064386659017578,0.3560200321338724,0.4623390309232461,0.505127784426921,0.5567480746387888,0.7661508080789683,0.8152596620544766,0.8241372482151947,0.8597121407486803,0.7918779749737572,0.8383624594595062,0.7801349141311668,3
0,0.6862745576742654,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5375916362972428,0.1209144288942871,-1.036575706491243,0.5813804645950764,0.3975085019480595,-1.0802545280486182,0.3054287468773694,0.453352372203525,0.4192098731179383,0.3611244240116127,0.7575150089089123,0.8189015709500473,0.8293254723712041,0.4922553003425696,0.7546549245201518,0.728377175417194,0.6167848619222873,4
0,0.8768084035902183,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5280296866524989,0.1566907037235748,0.1962186352405999,0.4563989781556583,0.4816964811623624,0.5261169736928556,0.3491471878762592,0.3740451084749953,-0.9746243152904748,0.1400921174278588,0.8530129516733824,0.7488266010904696,0.5181679121276431,0.6882853580019771,0.7368000530756987,0.7148959169872215,0.6492066583682732,4
0,0.7840820735644353,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4329916064423417,0.2914779493616964,0.3610814047834131,0.5303617208638156,0.5177255833238137,-1.0361762434655062,0.3808373681728735,0.4697839888036464,0.545110374921564,0.4821049514156704,0.6620656274351487,0.7306407453095527,0.691683365687114,0.7431171649786792,0.7600166803877689,0.6626744036774515,0.5188588126602479,4
0,0.894164520932795,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7243559448198608,0.4904761166311082,0.4058362177403802,0.5055982070589105,0.5539999566326874,-1.0393767265454823,0.0791541473851089,-1.113777291984987,-1.007599055503596,0.3488545150994651,0.8084844369730617,0.7512249722126784,0.7910205213515376,0.6797397872507718,0.6422337469586593,0.7231216950173583,0.5156084507897698,3
0,0.7756093238809812,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5873921021104176,0.4191888344986478,-1.0038743495611997,0.6194190497557471,0.5420272344902378,0.4455104471171687,0.5660101072817757,0.5455099978147427,-1.033922911559889,0.5776578946574698,0.9342904920815838,0.6463237303571027,0.6797532549821519,0.7981416233311059,0.9121939274609931,0.8070269655716578,0.7165005615996445,3
0,0.7512133034406802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7207040604359024,0.4635932869919397,-1.0459847815551506,0.645246310216578,0.5617921792221663,-1.0263822043413335,0.6175255482970996,0.7372234164007118,-0.9818775817149,0.1993393261923914,0.9357394786150748,0.9616740268667124,0.8072654258682438,0.7660511861159727,0.921131282923874,0.8894822821812994,0.7927556576517625,4
0,0.9038193491593732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6263370612623747,0.5117850829455349,0.4154645956939877,0.643559699234046,0.2910025188836445,-1.000146073737165,0.5063526027486259,0.6648008954535575,-0.9870018822236934,0.1544662551894368,0.80365079143433,0.9012698095896848,0.8340534824558441,0.8152555212949435,0.7331123261108895,0.5703997592108342,0.8649667799427202,3
0,0.8541739854202266,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5030180117388293,0.5859479971864919,-1.021226232627408,0.6948769503213046,0.3389882924271905,0.5830552440597305,0.568741045468469,0.533652121037896,0.3655414868067815,0.2199174106335865,0.6711645676396447,0.7761336057637126,0.7579355965387143,0.8564176596039058,0.8413496664294257,0.7124450932095823,0.4222128155072167,4
0,0.7588981065090085,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4277008173149958,0.2612456280123752,0.5300552348197493,0.6678358249592928,0.5343610204153523,-0.97320857039266,0.4888449090950819,0.5233600286096373,-0.9452977768322994,0.5263551194529034,0.7299553392053278,0.5303800630612722,0.6440600984683047,0.7404037654223561,0.3881572065749428,0.5662889038471117,0.7244797387874725,3
0,0.7924522399920456,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5204850119339174,0.3997818877339815,-1.016274463787488,0.4822310416569419,0.3382555755358284,0.2028480857314928,0.4136034177506793,0.3349706402143332,-0.9614694644979324,0.2051091222546304,0.6417117315232054,0.6119755958991202,0.4006934656367822,0.2701832915876277,0.0571980451168261,0.2947679622627941,0.2786423833774208,3
0,0.7752168571884277,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704545278078086,0.4675642979292979,-1.0422774676623143,0.6511553823072551,0.5551154315369057,-1.064959796885076,0.584052701408755,0.3817235678350487,0.4493752917798488,0.4429792664502794,0.8871974597954885,0.9145693387520616,0.824856134267623,0.8646723457846618,0.8296514736697794,0.6638382258696254,0.7501830196318037,4
0,0.7464414365256734,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7366644639375891,0.4771339450612963,0.5502397596149686,0.6787814816505953,0.7204388480130557,-1.0168808194606942,0.5980477516919012,0.5986891519278392,-1.0102621511579732,0.4849531687225391,0.8689499692843635,0.834554074267676,0.858538623010515,0.8366767660953933,0.8299081639528573,0.8351335196278902,0.7871576398743699,3
0,0.9204681730980242,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5250379889537716,0.4497121507604881,0.6706875668504091,0.4465026635250945,0.3777642301091208,0.4084891021962244,0.521241736158571,0.3417802803901795,-1.0068687436895252,0.1963372612140886,0.4813133369283563,0.5891160929725087,0.3794162474055508,0.0328252391865628,0.3621044802791089,0.6109558337919243,0.6284725634334327,3
0,0.7468961412828361,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467035709723783,0.3857882067374319,-0.9951610507035896,0.54916442531178,0.569490283598141,-0.9978109080155309,0.5515355365501702,0.2820922675253346,-1.0520607049734378,0.2000133754204701,0.9555741683967302,0.8139427001426855,0.7796331446086823,0.8738862665815357,0.7783309490017445,0.7135976187657356,0.5941030304640819,3
0,0.8552232764772698,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3562547337746478,0.1631664480326442,0.5034211749478662,0.5825675378901878,0.5180153310494807,0.5030853257412918,-0.37690004191102,0.5399500272201561,0.4649693994587622,0.445042086748023,0.599090570631324,0.7197767985303787,0.6823449332541311,0.5491694036899971,0.4424690144670208,0.4321233080927755,0.5927628384693693,3
0,0.6974217556832735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7406176723136901,0.7165115477874615,-0.992710890032786,0.7281906358673685,0.6332951405180804,-1.0341113571646363,0.6101544089128974,0.6806555301946793,-1.0127829906954415,0.365006778391195,0.7186383826319418,0.7744831588942542,0.8264121922142377,0.8328154213601284,0.7885323066127145,0.831086593967284,0.7298082675417111,3
0,0.6811426540793569,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4682614568135328,0.2586151646202533,-0.9534477840402994,0.6233891709026889,0.4997343944372426,-0.9923998086286436,0.6024342073401527,0.562934906871607,0.5250820755718575,0.4169190717497457,0.5406631012832533,0.8167731398148287,0.8172911861615777,0.8759837878517924,0.8571472890465164,0.8232659264405843,0.8254376336009881,3
0,0.7934961817652525,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4824754075211228,-0.0120719226385616,-1.0832028609246962,0.1486605596323897,0.2484392597308015,-1.061521240891666,0.3131732124005324,-0.0706602309208151,-0.9247519489427204,0.2941774488639997,0.8040799719288901,0.7394740261302708,0.4191866664770478,0.745273512178942,0.67478995163934,0.6579285318100923,0.5457351546451875,4
