mssv,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,sem11,sem12,sem13,sem14,sem15,sem16,sem17,sem18,sem19,sem20,sem21,sem22,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16
4C2E83D1XPvAibaEXe9ASX2YKqk5AXIWmP3Cm1tW,0.805,0.819,-1.0,0.875,0.7889999999999999,-1.0,0.861,0.828,0.8800000000000001,0.82,0.8550000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.85,0.9,0.9,0.95,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4C3F97F3XPvAibaEXe/VTtmkh7JuOmyvQ3eamH4/,0.682,0.618,-1.0,0.794,0.661,-1.0,0.714,0.825,-1.0,0.746,0.747,-1.0,0.9359999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.72,0.72,0.61,0.78,0.64,0.64,0.71,0.76,0.75,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4C6F17CBXPvAibaEXe8JFpQse3KV6oEjOpWfiA71,0.7969999999999999,0.562,-1.0,0.46399999999999997,0.356,-1.0,0.615,0.731,-1.0,0.617,0.8140000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85,0.8,0.71,0.7,0.86,0.88,0.87,0.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4C776828XPvAibaEXe/KGOYNCaEaWSy3TGHOsNtZ,0.604,0.585,-1.0,0.761,0.8160000000000001,-1.0,0.721,0.726,-1.0,0.713,0.7969999999999999,-1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.91,0.91,0.93,1.0,0.93,0.72,0.9,0.9,0.75,0.65,0.625,-1.0,-1.0,-1.0,-1.0,-1.0
4C983A31XPvAibaEXe8h19maTis8uNKzb3bbalu0,0.7849999999999999,0.654,-1.0,0.795,0.776,-1.0,0.648,0.8220000000000001,-1.0,0.8550000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.8,0.9,0.74,0.83,0.86,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4C9B57D9XPvAibaEXe8eJZh5OyStbNCI+BAkeQmo,0.638,0.628,-1.0,0.714,0.757,0.65,0.744,0.8160000000000001,-1.0,0.7809999999999999,0.7929999999999999,-1.0,0.778,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.72,0.81,0.91,0.8,0.85,0.9,1.0,0.81,0.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4C9C40A6XPvAibaEXe92yZ7KcyiZXu3PzFXuikme,0.597,0.665,-1.0,0.637,0.714,-1.0,0.7190000000000001,0.778,-1.0,0.78,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,0.9,0.95,1.0,1.0,0.95,0.96,0.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4CB61F0FXPvAibaEXe/BqA0y8R3TRT2jjHQPxleL,0.725,0.545,-1.0,0.713,0.731,-1.0,0.638,0.712,-1.0,0.665,0.829,-1.0,0.784,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.92,0.76,0.76,0.82,0.82,0.81,0.72,0.77,0.65,0.7,0.75,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.0,-1.0
4CC07FEEXPvAibaEXe/eCkq6I30ZSqI8QNgInFrB,0.8140000000000001,0.6940000000000001,-1.0,0.818,0.739,-1.0,0.775,0.771,0.97,0.8029999999999999,0.8300000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.81,0.84,0.76,0.82,0.9,0.8,0.8,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4CD37F46XPvAibaEXe8ge2UHv4J4Byyo6uzLKM42,0.425,0.231,0.521,0.627,0.5429999999999999,0.8460000000000001,0.6759999999999999,0.763,0.65,0.712,0.624,-1.0,0.751,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.77,0.82,0.82,0.89,0.89,0.69,0.95,0.72,0.66,0.75,0.825,0.7142857142857143,0.1111111111111111,-1.0,-1.0,-1.0
4CD815E5XPvAibaEXe8t2+lY9eHsFj0d8P2Y9Uzx,0.6940000000000001,0.6769999999999999,-1.0,0.7,0.624,-1.0,0.562,0.7110000000000001,-1.0,0.6559999999999999,0.746,-1.0,0.7889999999999999,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6,0.73,0.76,0.75,0.79,0.79,0.74,0.71,0.79,0.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4CDF7D4AXPvAibaEXe9exxmVkEmOjdba0nx5vC13,0.623,0.662,-1.0,0.718,0.67,-1.0,0.5429999999999999,0.705,-1.0,0.507,0.568,-1.0,0.807,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.75,0.85,0.8,0.79,0.81,0.7,0.75,0.81,0.66,0.475,-1.0,-1.0,-1.0,-1.0,-1.0
4CF4D526XPvAibaEXe97q47CdxnNZGqx1X96feAw,0.6769999999999999,0.616,-1.0,0.726,0.734,-1.0,0.6599999999999999,0.778,-1.0,0.8,0.718,-1.0,0.729,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.68,0.68,0.78,0.91,0.68,0.7,0.8,0.8,0.75,0.65,0.625,-1.0,-1.0,-1.0,-1.0,-1.0
4CF64C57XPvAibaEXe8PCwJaf/8k/JhejJzie4Ck,0.952,0.867,0.7,0.842,0.835,-1.0,0.883,0.899,-1.0,0.9099999999999999,0.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4CFCCFBCXPvAibaEXe/A0C8NKWg+cGrjdpc6qVNr,0.608,0.52,-1.0,0.669,0.627,-1.0,0.692,0.654,-1.0,0.46299999999999997,0.40599999999999997,-1.0,0.62,0.16299999999999998,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,0.85,0.9,0.9,0.86,0.81,0.61,0.58,0.77,0.66,0.475,-1.0,-1.0,-1.0,-1.0,-1.0
4D0C2B6AXPvAibaEXe8a4mdANazFZPNAcRA65g/i,0.8800000000000001,0.773,0.8699999999999999,0.8859999999999999,0.8859999999999999,-1.0,0.916,0.8720000000000001,0.8150000000000001,0.913,0.8210000000000001,-1.0,-1.0,0.8960000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.8,0.8,0.88,0.9,0.95,0.86,0.75,0.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4D1054A2XPvAibaEXe8WD3qnVG2b/aV/yYzs56/D,0.736,0.741,-1.0,0.795,0.8480000000000001,-1.0,0.769,0.796,-1.0,0.8009999999999999,0.852,-1.0,0.6599999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.96,0.97,0.97,0.97,0.97,0.92,0.94,0.79,0.75,0.87,0.7,0.6233766233766234,-1.0,-1.0,-1.0,-1.0
4D3A7564XPvAibaEXe+lo6eJkHWaQXS675WWbm48,0.5980000000000001,0.7110000000000001,0.764,0.8109999999999999,0.6799999999999999,-1.0,0.842,0.7070000000000001,-1.0,0.6679999999999999,0.8150000000000001,-1.0,0.9269999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.79,0.8,0.8,0.93,0.93,0.91,1.0,0.81,0.67,0.82,0.6,-1.0,-1.0,-1.0,-1.0,-1.0
4D410C34XPvAibaEXe/Y5MNhmO/7o82QL5PF3tBn,0.845,0.8029999999999999,-1.0,0.759,0.732,0.74,0.792,0.836,-1.0,0.8109999999999999,0.9099999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.85,0.8,0.8,0.89,0.89,1.0,1.0,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4D601BDAXPvAibaEXe+m4TIigwhBB1hzk5BdLwHT,0.825,0.877,-1.0,0.7889999999999999,0.8300000000000001,-1.0,0.8109999999999999,0.891,-1.0,0.82,0.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.9,0.85,0.85,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4D645550XPvAibaEXe+cD1fKElqxL9313y/YAPXl,0.709,0.637,-1.0,0.5389999999999999,0.5940000000000001,-1.0,0.638,0.591,-1.0,0.721,0.6940000000000001,-1.0,0.786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,0.86,0.86,0.75,0.75,0.73,0.7,0.63,0.64,0.55,0.625,-1.0,-1.0,-1.0,-1.0,-1.0
4D68F109XPvAibaEXe8HxoLOw72ZIKsEn9jthDUY,0.923,0.76,-1.0,0.891,0.8300000000000001,-1.0,0.874,0.8699999999999999,-1.0,0.8859999999999999,0.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.95,0.95,0.88,0.97,0.85,0.78,0.85,0.95,0.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4D7A8548XPvAibaEXe/aPLdUCtOgCqBD88izVvAa,0.762,0.72,-1.0,0.819,0.8220000000000001,-1.0,0.799,0.806,-1.0,0.827,0.731,-1.0,0.759,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.78,0.9,0.8,0.68,0.83,0.78,0.68,0.65,0.625,-1.0,-1.0,-1.0,-1.0,-1.0
4D7DED35XPvAibaEXe/FR4/Q8QxXrS4LhRRbO3lZ,0.868,0.8099999999999999,-1.0,0.783,0.852,-1.0,0.842,0.944,-1.0,0.9029999999999999,0.882,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.95,1.0,0.81,0.93,0.98,1.0,0.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4D86FD87XPvAibaEXe8GdASsTPmlXnlohi6oSFaz,0.5900000000000001,0.6910000000000001,-1.0,0.737,0.72,-1.0,0.696,0.7150000000000001,-1.0,0.787,0.775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.73,0.68,0.68,0.72,0.83,0.79,0.84,0.66,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4D8DA77DXPvAibaEXe+9uXUaDIzyiE1B74xYZdUO,0.615,0.7769999999999999,-1.0,0.738,0.737,-1.0,0.5559999999999999,0.633,-1.0,0.517,0.759,-1.0,0.713,0.0,-1.0,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.78,0.75,0.81,0.8,0.79,0.77,0.7,0.79,0.79,0.66,0.475,-1.0,-1.0,-1.0,-1.0,-1.0
4D9103C3XPvAibaEXe/MFNByxh05b5IJj//R6UPD,0.651,0.726,0.9,0.6559999999999999,0.704,-1.0,0.737,0.739,-1.0,0.755,0.76,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.73,0.68,0.78,0.83,0.86,0.74,0.74,0.74,0.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4DB1855DXPvAibaEXe+n4oL3iuTqC0cLl0kwM7kQ,0.716,0.282,-1.0,0.5389999999999999,0.6,0.5,0.508,0.488,-1.0,0.521,0.542,-1.0,0.119,0.437,-1.0,0.15,0.11699999999999999,-1.0,0.0,-1.0,-1.0,-1.0,0.61,0.35,0.7,0.75,0.72,0.63,0.77,0.84,0.68,0.63,0.375,0.45454545454545453,0.1111111111111111,-1.0,-1.0,-1.0
4DC12407XPvAibaEXe8ciyLBP/Qla/q6bzbKKAKM,0.748,0.378,-1.0,0.631,0.658,-1.0,0.657,0.8210000000000001,-1.0,0.5309999999999999,0.6950000000000001,-1.0,0.6990000000000001,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.63,0.5,0.78,0.73,0.78,0.68,0.84,0.74,0.69,0.58,0.375,0.5584415584415584,0.1111111111111111,-1.0,-1.0,-1.0
4DD248D9XPvAibaEXe+6MN9FoW2mqeloV0TjpGtd,0.7,0.6799999999999999,-1.0,0.67,0.8039999999999999,-1.0,0.759,0.74,-1.0,0.679,0.752,-1.0,0.8699999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.83,0.73,0.73,0.65,0.65,0.86,0.88,0.72,0.68,0.62,0.625,-1.0,-1.0,-1.0,-1.0,-1.0
4DE36E97XPvAibaEXe8l2SPBJihvxYnkaAPjPh1d,0.661,0.634,-1.0,0.589,0.648,0.63,0.633,0.514,-1.0,0.619,0.673,-1.0,0.825,-1.0,-1.0,0.8099999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.75,0.67,0.68,0.81,0.7,0.72,0.77,0.86,0.66,0.6,-1.0,-1.0,-1.0,-1.0,-1.0
4DE562D9XPvAibaEXe8ONI/il9MI28gT/VNqMliQ,0.7190000000000001,0.678,-1.0,0.768,0.767,-1.0,0.77,0.8400000000000001,-1.0,0.828,0.8039999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85,0.8,0.9,0.87,0.83,0.81,1.0,0.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4DE94F90XPvAibaEXe8wMpKQnQ7j6HMlGtDAS6Rl,0.564,0.53,-1.0,0.675,0.73,-1.0,0.799,0.653,-1.0,0.629,0.806,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.86,0.64,0.64,0.94,0.94,0.92,0.92,0.85,0.59,0.64,0.475,0.7272727272727273,0.4444444444444444,0.16666666666666666,-1.0,-1.0
4E0F7503XPvAibaEXe8ZQB/g2cpypBdpoFVDQWyt,0.8039999999999999,0.774,-1.0,0.768,0.8039999999999999,-1.0,0.71,0.858,-1.0,0.881,0.8480000000000001,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.76,0.8,0.74,0.85,1.0,0.96,1.0,0.96,0.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4E119A8AXPvAibaEXe8TCemjJxtx9JuL9i5yQtQ7,0.5940000000000001,0.246,-1.0,0.153,-1.0,0.61,0.771,0.72,0.78,0.67,0.627,-1.0,0.701,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.64,0.51,0.41,0.68,0.68,0.76,0.64,0.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4E21D138XPvAibaEXe+KnWgScvZ27L2tis+PHh39,0.658,0.48,0.51,0.595,0.704,-1.0,0.762,0.8220000000000001,-1.0,0.766,0.615,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.75,0.7,0.85,0.73,0.79,0.86,1.0,0.7,0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4E29F6A5XPvAibaEXe/EaMzFFtVZpI+spNZF/JRs,0.654,0.786,-1.0,0.689,0.829,-1.0,0.8789999999999999,0.754,-1.0,0.875,0.975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,0.9,0.9,0.9,0.9,1.0,0.97,0.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4E5819C0XPvAibaEXe9mjVtuyMJi9I3eyDdR9U3a,0.8,0.623,-1.0,0.8019999999999999,0.759,-1.0,0.71,0.714,-1.0,0.8150000000000001,0.769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.94,0.95,0.96,1.0,0.95,1.0,0.95,0.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4E6F6B53XPvAibaEXe/YiexZYoq8nzCPwcgxhSoR,0.669,0.696,-1.0,0.647,0.641,-1.0,0.618,0.22400000000000003,-1.0,0.521,0.659,-1.0,0.772,0.7,-1.0,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.64,0.73,0.68,0.68,0.65,0.55,0.75,0.77,0.7,0.66,0.55,0.6883116883116883,-1.0,-1.0,-1.0,-1.0
4E7D2DD6XPvAibaEXe9mNMzpS14VgRnJfufOukAE,0.806,0.8150000000000001,-1.0,0.775,0.825,-1.0,0.8300000000000001,0.8859999999999999,-1.0,0.9199999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.83,0.73,0.68,0.85,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4E7F4557XPvAibaEXe/XOPUzjjLegOpf3WAzgz0r,0.689,0.34199999999999997,-1.0,0.516,0.272,0.523,0.41100000000000003,0.5900000000000001,-1.0,0.526,0.572,-1.0,0.5980000000000001,0.17099999999999999,-1.0,0.0,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.42,0.58,0.42,0.65,0.69,0.65,0.72,0.59,0.5,0.3125,0.45454545454545453,-1.0,-1.0,-1.0,-1.0
4E8645AEXPvAibaEXe/nv6PZ4rt50g9ymFReRwwg,0.687,0.639,-1.0,0.54,0.48200000000000004,0.6,0.617,0.649,-1.0,0.718,0.742,-1.0,0.754,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.38,0.48,0.44,0.74,0.8,0.75,0.73,0.53,0.5,0.4125,-1.0,-1.0,-1.0,-1.0,-1.0
4E908628XPvAibaEXe/rtk4wDmxi948TBAPivK5h,0.725,0.674,-1.0,0.776,0.678,-1.0,0.744,0.7190000000000001,-1.0,0.46299999999999997,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.83,0.63,0.66,0.79,0.8,0.85,0.71,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4E977F63XPvAibaEXe/7jtQOMcuJ+2+dDt9040Ew,0.727,0.5700000000000001,0.8699999999999999,0.514,0.43499999999999994,-1.0,0.45,0.657,-1.0,0.655,0.649,-1.0,0.705,0.42400000000000004,-1.0,0.429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6,0.62,0.51,0.45,0.66,0.73,0.76,0.67,0.66,0.63,0.5375,0.5584415584415584,0.1111111111111111,-1.0,-1.0,-1.0
4E9E2F2AXPvAibaEXe+PYhTHWVfmAjIXHcsObdhW,0.541,0.48200000000000004,-1.0,0.542,0.728,-1.0,0.73,0.545,0.7,0.504,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9,1.0,0.95,0.74,0.7,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4EA4F240XPvAibaEXe/t4WKrTmA45c7uHCaeKVzm,0.748,0.752,-1.0,0.623,0.692,-1.0,0.817,0.8019999999999999,-1.0,0.748,0.6559999999999999,-1.0,0.8300000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.78,0.78,0.83,0.8,0.8,0.7,0.72,0.81,0.66,0.475,-1.0,-1.0,-1.0,-1.0,-1.0
4EA99948XPvAibaEXe99J3nD1pBZIpRQK6T+rlMP,0.819,0.5519999999999999,-1.0,0.646,0.615,-1.0,0.692,0.742,-1.0,0.842,0.745,-1.0,0.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.57,0.74,0.69,0.72,0.76,0.8,0.81,0.85,0.56,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4EACB8F8XPvAibaEXe99j2P15eeB09tYWw7ysyEQ,0.617,0.605,0.775,0.65,0.63,-1.0,0.6759999999999999,0.6849999999999999,0.72,0.686,0.563,0.22999999999999998,0.746,0.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.81,0.75,0.75,0.73,0.73,0.64,0.7,0.72,0.62,0.43,0.75,0.7662337662337663,0.2222222222222222,0.6666666666666666,-1.0,-1.0
4EB13659XPvAibaEXe+8PTy9pH9lFzDUll1/kRNK,0.513,0.229,-1.0,0.639,0.65,0.735,0.624,0.729,0.765,0.575,0.788,-1.0,0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.6,0.62,0.07,0.59,0.9,0.8,0.79,0.9,0.68,0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4EB4A219XPvAibaEXe9CtFSNMbfIz050rH+pGAqb,0.507,0.36,0.375,0.5740000000000001,0.44699999999999995,-1.0,0.36,0.693,0.8240000000000001,0.692,0.633,0.6,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.99,0.72,0.72,0.71,0.71,0.4,0.64,0.65,0.63,0.65,0.6,-1.0,-1.0,-1.0,-1.0,-1.0
4EC92EA7XPvAibaEXe+5f3nhbX2eh0DMegX78U1l,0.8230000000000001,0.783,-1.0,0.7969999999999999,0.835,-1.0,0.787,0.8480000000000001,0.8699999999999999,0.8390000000000001,0.8320000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.97,1.0,1.0,0.76,0.76,0.95,0.95,0.96,0.86,0.68,0.7875,0.5194805194805194,-1.0,-1.0,-1.0,-1.0
4ECEC418XPvAibaEXe+uQMKXqrwYdnU2dRP+tfzu,0.8,0.8300000000000001,-1.0,0.722,0.844,-1.0,0.8,0.8099999999999999,-1.0,0.8720000000000001,0.9359999999999999,-1.0,0.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.83,0.83,0.97,1.0,0.96,0.9,0.88,0.9,0.85,0.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4ECEFD2CXPvAibaEXe/cg9419ghLEztY2raOFFcb,0.615,0.604,-1.0,0.623,0.536,-1.0,0.391,0.568,-1.0,0.615,0.739,-1.0,0.646,-1.0,-1.0,0.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.7,0.51,0.78,0.68,0.59,0.64,0.81,0.75,0.65,0.625,0.5064935064935064,-1.0,-1.0,-1.0,-1.0
4EDD5B5CXPvAibaEXe9iBRrLJjO8dcNMX+7JRk7V,0.562,0.674,0.0,0.639,0.635,0.16599999999999998,0.768,0.692,-1.0,0.718,0.659,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.69,0.69,0.8,0.8,0.53,0.7,0.67,0.52,0.76,0.75,0.5,0.6493506493506493,-1.0,-1.0,-1.0,-1.0
4EF2E72FXPvAibaEXe/btl79MArZLAUsBjsEYip0,0.744,0.6679999999999999,0.9099999999999999,0.7849999999999999,0.825,-1.0,0.729,0.8160000000000001,-1.0,0.8300000000000001,0.77,-1.0,0.8300000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.64,0.64,0.78,0.78,0.85,0.72,0.62,0.75,0.8,0.8,0.5625,-1.0,-1.0,-1.0,-1.0,-1.0
4EFDD87AXPvAibaEXe9KDsVv3cRkMWdQWQoVDwM7,0.593,0.6679999999999999,-1.0,0.7190000000000001,0.561,-1.0,0.746,0.747,-1.0,0.639,0.509,-1.0,0.16499999999999998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.74,0.83,0.83,0.89,0.89,0.74,0.92,0.84,0.64,0.57,0.45,-1.0,-1.0,-1.0,-1.0,-1.0
4F34F659XPvAibaEXe/Dy4K4yiQpOPKiiUqmRs2G,0.623,0.71,0.65,0.72,0.726,0.58,0.7769999999999999,0.745,-1.0,0.842,0.8859999999999999,-1.0,0.8009999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.83,0.81,0.81,0.47,0.47,0.67,0.85,0.59,0.67,0.85,0.825,0.7142857142857143,-1.0,-1.0,-1.0,-1.0
4F3B4948XPvAibaEXe8N+uD/a8GbgqbFvzb3EfrD,0.9039999999999999,0.8949999999999999,-1.0,0.8710000000000001,0.833,-1.0,0.8779999999999999,0.945,-1.0,0.746,0.8630000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,0.95,1.0,1.0,1.0,1.0,1.0,0.81,0.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4F4330A5XPvAibaEXe8zDsaHJ0+9rZlfithDysPs,0.633,0.607,-1.0,0.65,0.663,-1.0,0.49800000000000005,0.5780000000000001,-1.0,0.67,0.8039999999999999,-1.0,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85,1.0,0.76,0.9,0.76,0.75,0.74,0.78,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4F4BDF26XPvAibaEXe+YGniCiyMp05dWnxf0EJd2,0.8,0.607,-1.0,0.612,0.604,-1.0,0.611,0.647,-1.0,0.609,0.635,-1.0,0.794,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.94,0.8,0.72,0.74,0.85,0.85,0.83,0.68,0.63,0.5,0.4125,0.45454545454545453,-1.0,-1.0,-1.0,-1.0
4F4FA085XPvAibaEXe8lzySxhHiT0QWlfALc1aFD,0.554,0.41500000000000004,0.82,0.6849999999999999,0.626,0.5,0.514,0.568,0.6599999999999999,0.631,0.46699999999999997,-1.0,0.6809999999999999,0.49000000000000005,-1.0,0.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.92,0.95,1.0,1.0,1.0,0.9,0.79,0.63,0.76,0.63,0.525,0.5584415584415584,0.1111111111111111,-1.0,-1.0,-1.0
4F51640CXPvAibaEXe++bDwPCni17sw+TX4tp24g,0.786,0.762,-1.0,0.792,0.754,-1.0,0.799,0.851,0.9400000000000001,0.782,0.8789999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.71,0.97,1.0,0.85,0.8,0.9,1.0,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
